CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
125082;1;1;2005;1;43;S;2;377;1;;4;1;;3;1;1;1;;1;1;1;1;2;1;2;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1.0;2;840.0;05;05;05;05;;05;280.0;05;05;04;04;;04;2;0;98;0;0;0;00000
125283;1;1;2005;1;43;S;2;283;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;;4;4300.0;10;10;10;10;;10;1075.0;10;10;10;09;;09;1;2;3;4;0;0;11000
125409;1;1;2005;1;43;S;2;337;1;;6;1;;5;1;1;1;;1;1;1;1;2;1;2;6;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1.0;2;1200.0;06;07;07;06;;06;400.0;06;07;06;06;;06;2;0;1;0;0;0;00000
125632;1;1;2005;1;43;S;2;485;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;;2;2400.0;09;09;09;09;;09;1200.0;10;10;10;10;;10;2;0;98;0;0;0;00000
126192;1;1;2005;1;43;S;2;223;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;8;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;;3;2200.0;09;09;09;09;;09;733.33;09;09;09;08;;08;2;0;98;0;0;0;00000
126610;1;1;2005;1;43;S;2;494;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;;1;3200.0;10;10;10;10;;10;3200.0;10;10;10;10;;10;96;0;98;0;0;0;00000
126653;1;1;2005;1;43;S;2;386;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;870.0;05;06;05;05;;05;435.0;07;07;07;06;;06;1;0;98;0;0;0;00000
126852;1;1;2005;1;43;S;2;452;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1.0;2;1552.0;08;08;08;08;;07;517.33;07;08;08;07;;07;1;2;98;0;0;0;10000
127148;1;1;2005;1;43;S;2;1136;1;;3;1;;5;1;1;1;;1;1;1;2;1;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;;3;2460.0;09;10;10;09;;09;820.0;09;09;09;09;;09;3;0;98;0;0;0;00000
127885;1;1;2005;1;43;S;2;523;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;5;1.0;4;3650.0;10;10;10;10;;10;730.0;09;09;09;08;;08;2;0;98;0;0;0;00000
127986;1;1;2005;1;43;S;2;491;1;;6;1;;4;1;1;1;;1;1;1;2;2;2;2;6;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2.0;2;4100.0;10;10;10;10;;10;1025.0;09;10;10;09;;09;1;0;97;0;0;0;10000
128180;1;1;2005;1;43;S;2;260;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;;2;800.0;05;05;05;04;;04;400.0;06;07;06;06;;06;1;0;98;0;0;0;00000
128348;1;1;2005;1;43;S;2;370;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1.0;2;4000.0;10;10;10;10;;10;1333.33;10;10;10;10;;10;1;2;98;0;0;0;00100
