CODUSU;NRO_HOGAR;REALIZADA;ANO4STRE;TRIMESTRE;REGIONDO;MAS_500DO;AGLOMERADO;PONDERA;IV1ESP;IV1_ESP;IV2ESP;IV3ESP;IV3_ESP;IV4ESP;IV5ESP;IV6ESP;IV7ESP;IV7_ESP;IV81;IV91;IV101;IV111;IV12_1;IV12_2;IV12_3;II11P;II21P;II31P;II3_1P;II4_1P;II4_2P;II4_3P;II51P;II5_1P;II61P0;II6_1P0;II7ESP0;II7_ESP0;II8ESP0;II8_ESP0;II9A00;V1A00;V2A00;V21A00;V22A00;V3A00;V4A00;V5A00;V6A00;V7A00;V8A00;V9A00;V10A00;V11A00;V12A00;V13A00;V14A00;V15A00;V16A00;V17A00;V18A00;V19_A00;V19_B00;IX_TOT00;IX_MEN100;IX_MAYEQ10;ITFFRDO;DECIFRDO;IDECIFRDO;RDECIFRDO;GDECIFRDO;PDECIFRDO;ADECIFRDO;IPCFRDO;DECCFRDO;IDECCFRDO;RDECCFRDO;GDECCFRDO;PDECCFRDO;ADECCFRDO;VII1_1DO;VII1_2DO;VII2_1Q10;VII2_2Q10;VII2_3Q10;VII2_4Q10;IDIMPHQ10
392228;1;1;2014;4;41;N;12;205;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;300;01;01;01;;01;01;75.0;01;01;01;;01;01;3;0;98;0;0;0;10000
392229;1;1;2014;4;43;N;30;112;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;6200;03;04;04;;04;03;6200.0;08;09;08;;09;08;1;0;98;0;0;0;00000
392230;1;1;2014;4;40;S;23;259;1;;4;2;;2;2;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3640;02;02;02;02;;02;1213.3333333333;02;02;02;01;;02;2;1;98;0;0;0;00000
392231;1;1;2014;4;44;N;17;324;2;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;3;0;3;14000;08;08;06;;08;07;4666.6666666667;07;07;06;;08;07;1;0;2;3;0;0;00010
392232;1;1;2014;4;43;S;13;603;1;;3;1;;9;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;2;4;15500;08;08;08;08;;08;2583.3333333333;04;04;04;04;;04;1;2;98;0;0;0;10000
392233;1;1;2014;4;44;N;91;116;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;8500;05;05;03;;06;04;2125.0;03;04;02;;04;02;2;1;3;4;0;0;00000
392234;1;1;2014;4;43;S;4;618;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;1;1;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;10700;06;07;07;06;;06;2675.0;04;05;04;04;;04;1;0;98;0;0;0;00000
392235;1;1;2014;4;40;N;22;91;1;;6;1;;2;2;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;1;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;1;3;2080;01;01;01;;01;01;520.0;01;01;01;;01;01;4;0;98;0;0;0;00000
392237;1;1;2014;4;43;N;14;95;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;13000;07;08;08;;08;08;3250.0;05;06;05;;06;07;97;0;2;0;0;0;10000
392238;1;1;2014;4;40;N;22;127;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;12600;07;07;08;;08;07;2520.0;04;04;06;;05;05;3;0;98;0;0;0;00000
392239;1;1;2014;4;40;N;22;132;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;4;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;15500;08;08;09;;09;08;3875.0;06;07;08;;07;08;3;0;98;0;0;0;00000
392240;1;1;2014;4;43;S;2;638;1;;2;1;;4;1;1;1;;1;1;1;2;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;7100;04;04;04;04;;04;1775.0;03;03;02;03;;02;2;1;98;0;0;0;00000
392241;1;1;2014;4;43;S;2;531;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3000;01;01;01;01;;01;3000.0;05;05;04;05;;04;1;0;98;0;0;0;00010
392242;1;1;2014;4;43;N;3;133;1;;2;2;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;8100;05;05;05;;05;05;2025.0;03;03;03;;04;02;1;3;98;0;0;0;10000
392243;2;1;2014;4;1;S;32;1102;3;;1;1;;1;1;1;1;;1;2;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;6400;04;;03;03;;02;3200.0;05;;05;05;;03;1;0;98;0;0;0;00000
392244;1;1;2014;4;42;N;26;116;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1700;01;01;01;;01;01;1700.0;02;03;03;;03;03;1;0;98;0;0;0;00000
392245;2;1;2014;4;44;N;93;36;2;;2;3;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9750;06;06;04;;06;06;4875.0;07;08;06;;08;07;2;0;98;0;0;0;00000
392246;1;1;2014;4;43;S;4;453;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;1;2;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;7600;04;05;05;04;;04;1900.0;03;03;03;03;;02;2;0;3;4;1;0;10010
392247;1;1;2014;4;1;S;33;1983;1;;5;1;;4;1;1;2;;1;1;1;2;2;2;2;5;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;13200;07;;07;07;;08;4400.0;07;;07;07;;08;1;0;98;0;0;0;00000
392248;1;1;2014;4;43;N;6;177;1;;2;1;;4;1;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;3200;01;02;02;;02;01;1066.6666666667;01;01;01;;02;01;1;0;98;0;0;0;00000
392249;1;1;2014;4;44;N;31;70;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;13000;07;08;05;;08;03;6500.0;09;09;07;;09;05;2;0;98;0;0;0;00000
392250;1;1;2014;4;1;S;33;958;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;10500;06;;06;06;;06;5250.0;08;;07;08;;08;2;0;1;0;0;0;00000
392251;1;1;2014;4;40;S;23;248;2;;5;1;;3;1;1;1;;1;1;1;1;1;1;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;3;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;6;1;5;14380;08;08;08;08;;08;2396.6666666667;04;04;05;04;;05;2;0;4;0;0;0;00000
392252;1;1;2014;4;42;S;10;475;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;6500;04;04;04;04;;04;6500.0;09;09;09;08;;09;97;0;1;0;0;0;00000
392253;1;1;2014;4;43;N;3;230;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3300;02;02;02;;02;02;3300.0;05;06;05;;06;04;1;0;98;0;0;0;00000
392254;1;1;2014;4;43;N;36;93;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;6000;03;04;04;;04;04;3000.0;05;05;05;;06;05;1;2;98;0;0;0;00000
392256;1;1;2014;4;44;N;91;106;1;;3;1;;3;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;13000;07;08;05;;08;06;3250.0;05;06;04;;06;04;2;1;98;0;0;0;00000
392257;2;1;2014;4;40;S;23;256;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;3200;01;02;02;01;;02;3200.0;05;06;07;05;;07;1;0;98;0;0;0;00000
392258;1;1;2014;4;41;N;12;253;1;;3;1;;4;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1000;01;01;01;;01;01;333.33333333333;01;01;01;;01;01;2;0;98;0;0;0;00000
392259;1;1;2014;4;40;S;29;374;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;12000;07;07;08;07;;07;12000.0;10;10;10;10;;10;1;0;98;0;0;0;00000
392260;1;1;2014;4;1;S;33;1057;1;;3;2;;4;1;2;2;;1;2;1;3;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;4800;02;;02;02;;02;800.0;01;;01;01;;01;1;0;2;3;0;0;00000
392261;1;1;2014;4;43;N;6;191;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5600;03;03;03;;03;03;5600.0;08;08;08;;08;08;1;0;98;0;0;0;00000
392262;1;1;2014;4;44;N;93;25;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7500;04;05;03;;05;04;3750.0;06;06;04;;07;06;1;2;98;0;0;0;00000
392263;1;1;2014;4;1;S;32;1673;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;15000;08;;08;08;;07;15000.0;10;;10;10;;10;1;0;98;0;0;0;00000
392264;1;1;2014;4;1;S;33;1305;2;;3;2;;7;1;1;1;;1;1;2;2;2;1;2;3;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;7200;04;;04;04;;04;1440.0;02;;02;02;;02;2;3;98;0;0;0;10000
392265;1;1;2014;4;43;S;4;763;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;30000;10;10;10;10;;10;7500.0;09;09;09;09;;09;2;0;98;0;0;0;00000
392266;1;1;2014;4;43;S;5;443;1;;3;1;;4;1;1;2;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;6000;03;03;03;03;;03;1200.0;02;02;01;01;;01;2;0;98;0;0;0;10000
392267;1;1;2014;4;40;S;23;222;1;;5;1;;1;1;1;1;;1;1;1;1;2;1;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;2;2;98000;10;10;10;10;;10;24500.0;10;10;10;10;;10;96;0;98;0;0;0;00000
392269;1;1;2014;4;40;N;19;235;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;8000;05;05;05;;05;05;2000.0;03;03;04;;04;04;2;0;98;0;0;0;00000
392270;1;1;2014;4;1;S;33;1260;2;;2;1;;4;1;1;1;;1;1;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3200;01;;01;01;;01;3200.0;05;;05;05;;06;97;0;98;0;0;0;00000
392271;1;1;2014;4;44;N;93;70;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;4350;02;02;02;;02;02;4350.0;07;07;05;;07;06;1;0;98;0;0;0;00000
392272;1;1;2014;4;44;N;17;206;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;14900;08;08;06;;08;07;7450.0;09;09;08;;09;09;96;0;97;0;0;0;00010
392273;1;1;2014;4;1;S;33;1685;2;;3;2;;9;1;1;1;;1;1;2;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4400;02;;02;02;;02;2200.0;03;;03;03;;04;2;0;98;0;0;0;10000
392274;1;1;2014;4;41;N;12;240;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1200;01;01;01;;01;01;600.0;01;01;01;;01;01;1;0;98;0;0;0;00000
392275;1;1;2014;4;43;N;3;150;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;9700;06;06;06;;06;06;3233.3333333333;05;06;05;;06;04;1;2;98;0;0;0;10000
392276;1;1;2014;4;43;S;2;412;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;16000;08;09;08;08;;08;8000.0;09;09;09;09;;09;96;0;1;2;0;0;00000
392277;1;1;2014;4;43;S;2;309;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;6824;04;04;04;04;;04;1706.0;02;03;02;02;;02;1;2;98;0;0;0;00000
392278;1;1;2014;4;40;N;18;258;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;12500;07;07;08;;08;09;4166.6666666667;07;07;08;;07;09;1;0;98;0;0;0;00000
392280;1;1;2014;4;1;S;32;520;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;7500;04;;04;04;;03;7500.0;09;;09;09;;07;1;0;98;0;0;0;00000
392281;1;1;2014;4;1;S;32;1643;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;7600;04;;04;04;;03;1085.7142857143;01;;01;01;;01;2;0;7;0;0;0;10000
392282;1;1;2014;4;43;N;6;194;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;9;4;5;6000;03;03;03;;03;03;666.66666666667;01;01;01;;01;01;2;3;1;0;0;0;00000
392283;1;1;2014;4;1;S;33;1362;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;7;1;6;15852;08;;08;08;;08;2264.5714285714;04;;03;03;;04;1;0;3;4;5;0;10010
392284;1;1;2014;4;43;N;36;143;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;13200;07;08;08;;08;08;6600.0;09;09;09;;09;09;1;2;98;0;0;0;00000
392287;1;1;2014;4;40;S;29;329;1;;2;2;;4;2;2;1;;1;2;2;3;1;2;2;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;1;6;14400;08;08;08;08;;08;2057.1428571429;03;03;05;03;;04;1;3;6;0;0;0;00000
392288;1;1;2014;4;1;S;33;1613;1;;5;1;;3;1;1;2;;1;1;1;2;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;5;1;4;12500;07;;07;07;;07;2500.0;04;;04;04;;04;2;3;98;0;0;0;00000
392289;1;1;2014;4;1;S;33;1701;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;4;;1;;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8400;05;;05;05;;05;4200.0;07;;06;07;;07;2;0;98;0;0;0;00000
392291;1;1;2014;4;1;S;33;1276;1;;3;1;;4;1;1;2;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;10000;06;;06;06;;06;1666.6666666667;02;;02;02;;03;2;0;1;3;4;0;00000
392292;1;1;2014;4;1;S;33;1623;1;;2;2;;4;1;2;2;;1;2;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;4;3;8700;05;;05;05;;05;1242.8571428571;02;;01;02;;02;2;0;98;0;0;0;00000
392293;1;1;2014;4;42;S;10;493;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;8000;05;05;05;05;;05;2666.6666666667;04;05;05;04;;05;2;0;98;0;0;0;00000
392294;1;1;2014;4;43;S;5;299;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3000;01;01;01;01;;01;1500.0;02;02;02;02;;02;1;0;2;0;0;0;00000
392295;1;1;2014;4;43;N;36;103;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;1;2;2;0;1;;1;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;6400;04;04;04;;04;04;3200.0;05;06;05;;06;05;1;0;2;0;0;0;00000
392296;1;1;2014;4;43;N;36;134;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;8000;05;05;05;;05;05;2666.6666666667;04;05;04;;05;04;2;0;98;0;0;0;00000
392297;1;1;2014;4;42;S;10;329;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;8800;05;06;05;05;;05;2200.0;03;04;04;03;;04;2;0;4;3;0;0;00000
392298;1;1;2014;4;1;S;33;2180;2;;2;1;;4;2;1;2;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;8000;05;;05;05;;05;2666.6666666667;04;;04;04;;05;2;0;98;0;0;0;00000
392299;1;1;2014;4;1;S;33;1338;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6000;03;;03;03;;03;3000.0;05;;05;05;;05;1;0;98;0;0;0;00000
392300;1;1;2014;4;1;S;32;849;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;11000;06;;06;06;;05;5500.0;08;;08;08;;05;97;0;2;1;0;0;00000
392302;1;1;2014;4;43;S;5;326;1;;1;1;;4;1;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;2800;01;01;01;01;;01;2800.0;04;05;04;04;;05;1;0;98;0;0;0;00000
392303;1;1;2014;4;43;N;38;97;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;7500;04;05;05;;05;05;2500.0;04;04;04;;05;04;2;0;98;0;0;0;00000
392304;1;1;2014;4;43;S;4;755;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;8100;05;05;05;05;;05;2025.0;03;03;03;03;;03;2;0;98;0;0;0;00000
392304;2;1;2014;4;43;S;4;755;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;6000;03;03;03;03;;03;6000.0;08;08;08;08;;08;1;0;98;0;0;0;00000
392305;1;1;2014;4;43;S;4;797;1;;3;1;;1;1;1;1;;1;2;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3000;01;01;01;01;;01;1500.0;02;02;02;02;;02;2;0;98;0;0;0;00000
392308;1;1;2014;4;44;N;9;164;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;22500;10;10;08;;10;07;11250.0;10;10;09;;10;09;2;1;98;0;0;0;00000
392309;1;1;2014;4;42;N;27;231;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;6750;04;04;04;;04;04;964.28571428571;01;01;01;;01;02;1;3;98;0;0;0;00000
392310;1;1;2014;4;43;N;38;97;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;12400;07;07;07;;08;07;6200.0;08;09;08;;09;09;1;0;98;0;0;0;00010
392311;1;1;2014;4;1;S;33;1169;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;20000;09;;09;09;;09;20000.0;10;;10;10;;10;1;0;98;0;0;0;00000
392312;1;1;2014;4;44;N;17;363;1;;5;1;;3;1;1;1;;1;1;1;1;1;2;2;5;3;2;0;2;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;18800;09;09;07;;09;09;3760.0;06;06;04;;07;06;2;0;98;0;0;0;00000
