CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
125095;1;1;2008;3;43;S;2;840;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;;1;1000.0;02;02;02;02;;02;1000.0;06;07;06;06;;05;1;0;98;0;0;0;00000
125766;1;1;2008;3;43;S;2;505;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;;1;3000.0;07;07;07;07;;07;3000.0;10;10;10;10;;10;1;0;98;0;0;0;00000
125798;1;1;2008;3;43;S;2;424;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;;1;500.0;01;01;01;01;;01;500.0;03;04;03;03;;03;1;0;98;0;0;0;00000
125830;1;1;2008;3;43;S;2;733;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;5000.0;09;09;09;09;;09;2500.0;10;10;10;10;;10;1;0;98;0;0;0;00000
125880;2;1;2008;3;43;S;2;588;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;5250.0;09;09;09;09;;09;2625.0;10;10;10;10;;10;1;2;98;0;0;0;00000
126280;1;1;2008;3;43;S;2;673;3;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;4;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;;1;1000.0;02;02;02;02;;02;1000.0;06;07;06;06;;06;1;0;98;0;0;0;00000
126747;1;1;2008;3;43;S;2;359;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1500.0;04;04;04;03;;03;750.0;05;06;05;05;;04;1;2;98;0;0;0;00000
127209;1;1;2008;3;43;S;2;397;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1.0;2;1800.0;04;05;04;04;;04;600.0;04;04;04;04;;03;2;0;98;0;0;0;00000
127693;1;1;2008;3;43;S;2;305;1;;4;2;;5;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;9;2.0;7;1100.0;02;03;03;02;;02;122.22;01;01;01;01;;01;2;0;98;0;0;0;10000
128009;1;1;2008;3;43;S;2;429;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1.0;2;5900.0;09;10;10;09;;10;1966.67;09;09;09;09;;09;1;0;2;0;0;0;00000
128267;1;1;2008;3;43;S;2;347;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;6;;6;650.0;01;01;01;01;;01;108.33;01;01;01;01;;01;1;4;98;0;0;0;00000
128287;1;1;2008;3;43;S;2;415;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;1;1;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1500.0;04;04;04;03;;03;750.0;05;06;05;05;;04;1;2;98;0;0;0;00000
128312;1;1;2008;3;43;S;2;410;1;;4;1;;2;1;1;1;;1;1;1;1;2;1;1;4;1;2;0;1;1;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;2;1200.0;03;03;03;03;;03;600.0;04;04;04;04;;03;1;2;98;0;0;0;00000
128808;1;1;2008;3;43;S;2;457;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2.0;2;2000.0;05;05;05;05;;05;500.0;03;04;03;03;;03;1;0;98;0;0;0;00000
129003;1;1;2008;3;43;S;2;478;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1.0;2;3000.0;07;07;07;07;;07;1000.0;06;07;06;06;;06;1;0;2;0;0;0;00100
129367;1;1;2008;3;43;S;2;401;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;1;610.0;01;01;01;01;;01;610.0;04;05;04;04;;03;97;0;98;0;0;0;00000
129625;1;1;2008;3;43;S;2;345;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;4017.0;08;08;08;08;;08;2008.5;09;09;09;09;;09;1;0;2;0;0;0;00000
129835;1;1;2008;3;43;S;2;635;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;2650.0;06;07;06;06;;06;1325.0;08;08;08;08;;07;1;0;97;0;0;0;00000
