CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
318580;1;1;2011;1;43;S;2;802;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;4800.0;07;07;07;07;;06;1200.0;05;05;04;05;;04;2;0;1;0;0;0;00000
313201;1;1;2011;1;43;S;2;559;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;12000.0;10;10;10;10;;10;6000.0;10;10;10;10;;10;2;0;96;0;0;0;10000
315596;1;1;2011;1;43;S;2;668;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;8000.0;09;09;09;09;;09;2000.0;07;07;07;07;;06;1;2;3;4;0;0;10000
315818;1;1;2011;1;43;S;2;771;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5000.0;07;07;07;07;;07;2500.0;08;08;08;08;;08;2;0;96;0;0;0;00000
318770;1;1;2011;1;43;S;2;574;4;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;1200.0;01;01;01;01;;01;1200.0;05;05;04;05;;04;1;0;98;0;0;0;00000
313499;1;1;2011;1;43;S;2;647;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;2700.0;04;04;04;04;;03;675.0;02;03;02;02;;02;1;2;98;0;0;0;10000
313595;1;1;2011;1;43;S;2;858;2;;2;1;;9;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;7400.0;09;09;09;09;;09;3700.0;09;10;10;09;;09;2;0;98;0;0;0;10000
291283;1;1;2011;1;43;S;2;513;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2000.0;02;03;02;02;;02;2000.0;07;07;07;07;;06;1;0;98;0;0;0;10000
291546;1;1;2011;1;43;S;2;484;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;3000.0;04;05;04;04;;04;3000.0;09;09;09;09;;08;1;0;98;0;0;0;10000
291318;1;1;2011;1;43;S;2;440;2;;3;2;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;10500.0;10;10;10;10;;09;5250.0;10;10;10;10;;10;96;0;98;0;0;0;00000
291902;1;1;2011;1;43;S;2;467;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;1;0;1;1424.0;02;02;02;02;;01;1424.0;06;06;05;05;;05;1;0;98;0;0;0;00000
290670;1;1;2011;1;43;S;2;291;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;9000.0;09;09;09;09;;09;2250.0;08;08;08;08;;07;1;2;3;4;0;0;00100
292486;2;1;2011;1;43;S;2;361;2;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;3000.0;04;05;04;04;;04;1500.0;06;06;05;06;;05;1;2;98;0;0;0;10000
320362;1;1;2011;1;43;S;2;954;2;;3;1;;4;1;1;1;;1;1;1;1;2;1;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;9500.0;09;10;10;09;;09;4750.0;10;10;10;10;;10;1;0;2;0;0;0;00000
319300;1;1;2011;1;43;S;2;988;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;1;1;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;3300.0;05;05;05;05;;04;1650.0;06;07;06;06;;06;1;2;98;0;0;0;00000
323282;1;1;2011;1;43;S;2;733;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6400.0;08;08;08;08;;08;3200.0;09;09;09;09;;09;1;2;98;0;0;0;00000
322173;1;1;2011;1;43;S;2;786;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2000.0;02;03;02;02;;02;2000.0;07;07;07;07;;06;1;0;98;0;0;0;00000
324992;1;1;2011;1;43;S;2;820;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1800.0;02;02;02;02;;02;1800.0;07;07;06;06;;06;1;0;98;0;0;0;00000
320978;1;1;2011;1;43;S;2;820;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1000.0;01;01;01;01;;01;1000.0;04;04;03;04;;03;1;0;98;0;0;0;00010
321107;1;1;2011;1;43;S;2;820;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;3000.0;04;05;04;04;;04;3000.0;09;09;09;09;;08;1;0;98;0;0;0;00000
315533;1;1;2011;1;43;S;2;697;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2700.0;04;04;04;04;;03;2700.0;09;09;09;08;;08;1;0;98;0;0;0;00000
317428;1;1;2011;1;43;S;2;885;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;7700.0;09;09;09;09;;09;7700.0;10;10;10;10;;10;1;0;98;0;0;0;00000
313465;1;1;2011;1;43;S;2;951;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;10700.0;10;10;10;10;;10;3566.67;09;10;09;09;;09;1;2;98;0;0;0;11000
314345;1;1;2011;1;43;S;2;885;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;13700.0;10;10;10;10;;10;13700.0;10;10;10;10;;10;1;0;98;0;0;0;00000
315210;1;1;2011;1;43;S;2;980;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;9000.0;09;09;09;09;;09;3000.0;09;09;09;09;;08;1;2;98;0;0;0;00000
316777;1;1;2011;1;43;S;2;588;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6200.0;08;08;08;08;;08;6200.0;10;10;10;10;;10;96;0;1;0;0;0;00010
314602;1;1;2011;1;43;S;2;685;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;12300.0;10;10;10;10;;10;4100.0;10;10;10;10;;10;3;0;1;2;0;0;11000
314600;1;1;2011;1;43;S;2;855;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000.0;08;08;08;08;;07;6000.0;10;10;10;10;;10;96;0;1;0;0;0;00000
298716;1;1;2011;1;43;S;2;386;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;6200.0;08;08;08;08;;08;6200.0;10;10;10;10;;10;96;0;98;0;0;0;00000
295815;1;1;2011;1;43;S;2;367;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;3000.0;04;05;04;04;;04;3000.0;09;09;09;09;;08;96;0;1;0;0;0;00000
299302;1;1;2011;1;43;S;2;562;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;12300.0;10;10;10;10;;10;12300.0;10;10;10;10;;10;96;0;98;0;0;0;11000
290296;1;1;2011;1;43;S;2;769;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;7000.0;08;09;09;08;;08;3500.0;09;09;09;09;;09;1;2;98;0;0;0;10010
288768;1;1;2011;1;43;S;2;655;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2000.0;02;03;02;02;;02;666.67;02;03;02;02;;02;1;2;3;0;0;0;10000
292097;2;1;2011;1;43;S;2;612;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2000.0;02;03;02;02;;02;2000.0;07;07;07;07;;07;2;0;98;0;0;0;00000
290932;1;1;2011;1;43;S;2;512;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2000.0;02;03;02;02;;02;2000.0;07;07;07;07;;07;1;0;97;0;0;0;00000
