CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
125005;1;1;2009;4;43;N;3;234;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;14350.0;10;10;10;;10;10;4783.33;10;10;10;;10;10;2;0;98;0;0;0;00000
125032;1;1;2009;4;1;S;33;1957;1;;3;1;;2;1;1;1;;1;1;1;1;1;1;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;100.0;01;;01;01;;01;50.0;01;;01;01;;01;1;0;2;0;0;0;10000
125046;1;1;2009;4;44;N;9;121;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;8000.0;10;10;09;;10;09;4000.0;10;10;10;;10;10;2;0;98;0;0;0;00000
125058;1;1;2009;4;42;N;26;136;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2750.0;06;06;06;;06;07;687.5;04;04;05;;05;05;2;0;98;0;0;0;00000
125060;1;1;2009;4;40;S;23;373;3;;1;1;;2;1;1;1;;1;2;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1450.0;03;03;03;03;;04;362.5;02;02;03;02;;03;2;0;98;0;0;0;00000
125074;1;1;2009;4;43;N;3;170;1;;1;2;;4;1;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2500.0;05;06;05;;06;06;1250.0;07;07;07;;07;07;1;2;98;0;0;0;10100
125081;1;1;2009;4;41;N;7;265;2;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1;0;1;2200.0;05;05;06;;05;06;2200.0;09;09;10;;09;10;1;0;98;0;0;0;00000
125089;1;1;2009;4;42;S;10;258;1;;2;2;;1;1;1;1;;1;1;1;1;1;2;1;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;9;1;8;1290.0;02;03;03;02;;02;143.33;01;01;01;01;;01;2;0;4;0;0;0;00000
125091;1;1;2009;4;41;N;7;120;1;;2;2;;4;2;2;1;;1;2;1;3;2;2;1;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1584.0;03;03;05;;04;05;316.8;02;02;03;;02;03;1;0;98;0;0;0;00000
125108;1;1;2009;4;40;N;19;100;1;;3;2;;4;2;2;1;;1;2;2;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;5;2;3;3000.0;06;07;07;;07;07;600.0;03;04;05;;04;05;2;0;1;0;0;0;00000
125115;1;1;2009;4;43;S;4;672;2;;6;1;;9;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2400.0;05;05;05;05;;05;2400.0;09;10;09;09;;09;1;0;98;0;0;0;00010
