CODUSU;NRO_HOGAR;REALIZADA;ANO4ZADA;TRIMESTRE;REGIONRE;MAS_500;AGLOMERADO;PONDERADO;IV1ERA;IV1_ESP;IV2ESP;IV3;IV3_ESP;IV4ESP;IV5;IV6;IV7;IV7_ESP;IV8ESP;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1_3;II2;II3;II3_1;II4_1;II4_2;II4_3;II53;II5_1;II61;II6_1;II71;II7_ESP;II8ESP;II8_ESP;II9ESP;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITFAYEQ10;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCFFR;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
399971;1;1;2014;1;43;S;5;244;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;10000;07;07;07;06;;07;5000.0;08;08;08;08;;09;2;0;1;0;0;0;00000
396248;1;1;2014;1;43;S;5;191;1;;4;1;;4;2;1;1;;1;1;1;3;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;4800;03;03;03;03;;03;1200.0;02;02;02;02;;02;2;0;1;3;4;0;00000
398504;1;1;2014;1;43;S;5;303;1;;2;2;;4;2;1;1;;1;1;2;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;2400;01;01;01;01;;01;1200.0;02;02;02;02;;02;1;0;2;0;0;0;00000
398895;1;1;2014;1;43;S;5;202;1;;1;2;;4;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;4200;02;03;03;02;;03;840.0;01;01;01;01;;01;2;3;4;5;0;0;00000
394583;1;1;2014;1;43;S;5;364;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;10400;07;07;07;07;;07;5200.0;08;09;08;08;;09;1;0;2;0;0;0;00000
393463;1;1;2014;1;43;S;5;394;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;4700;03;03;03;03;;03;1175.0;02;02;02;02;;02;2;0;98;0;0;0;00000
401346;1;1;2014;1;43;S;5;228;1;;4;2;;4;2;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;13500;08;08;08;08;;09;3375.0;06;07;06;06;;07;1;0;4;0;0;0;10000
398313;1;1;2014;1;43;S;5;411;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;1;2;0;2;0;8;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;6000;04;04;04;04;;04;1500.0;03;03;02;02;;03;2;0;98;0;0;0;00000
402284;1;1;2014;1;43;S;5;287;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;4500;03;03;03;03;;03;4500.0;08;08;08;07;;08;1;0;98;0;0;0;00000
396026;1;1;2014;1;43;S;5;298;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6800;05;05;05;04;;05;3400.0;06;07;06;06;;07;2;0;98;0;0;0;00000
406530;1;1;2014;1;43;S;5;281;2;;2;1;;4;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;7300;05;05;05;05;;05;2433.3332519531;05;05;04;04;;05;2;0;98;0;0;0;00000
400164;1;1;2014;1;43;S;5;247;2;;1;2;;4;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3700;02;02;02;02;;02;1850.0;03;04;03;03;;04;2;0;98;0;0;0;00000
398118;1;1;2014;1;43;S;5;249;2;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;0;7;11200;07;08;07;07;;08;1600.0;03;03;02;03;;03;2;0;6;0;0;0;00010
397321;1;1;2014;1;43;S;5;308;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3000;02;02;02;01;;01;1500.0;03;03;02;02;;03;1;0;2;0;0;0;00000
404172;1;1;2014;1;43;S;5;496;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;11000;07;07;07;07;;08;2200.0;04;04;04;04;;04;1;0;3;0;0;0;00000
404251;1;1;2014;1;43;S;5;396;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3200;02;02;02;02;;02;1600.0;03;03;02;03;;03;97;0;2;0;0;0;10000
397056;1;1;2014;1;43;S;5;320;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;11600;07;08;08;07;;08;2320.0;04;05;04;04;;04;2;0;98;0;0;0;00000
400725;1;1;2014;1;43;S;5;555;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;5800;04;04;04;04;;04;1933.3333740234;03;04;03;03;;04;1;0;98;0;0;0;00000
400230;1;1;2014;1;43;S;5;540;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;16300;09;09;09;09;;09;3260.0;06;06;06;06;;07;2;0;98;0;0;0;00000
397980;1;1;2014;1;43;S;5;377;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;11400;07;08;08;07;;08;2850.0;05;06;05;05;;06;2;0;1;0;0;0;00000
405379;1;1;2014;1;43;S;5;233;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;8500;06;06;06;06;;06;2125.0;04;04;04;04;;04;2;0;98;0;0;0;00000
403705;1;1;2014;1;43;S;5;459;1;;2;2;;4;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;4200;02;03;03;02;;03;1400.0;02;03;02;02;;03;2;0;98;0;0;0;00000
405266;1;1;2014;1;43;S;5;504;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;11000;07;07;07;07;;08;2750.0;05;06;05;05;;05;2;0;98;0;0;0;00000
398087;1;1;2014;1;43;S;5;516;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;15000;09;09;09;08;;09;3750.0;07;07;07;07;;07;2;0;98;0;0;0;00000
364339;1;1;2014;1;43;S;5;474;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;19500;09;10;10;09;;10;9750.0;10;10;10;10;;10;96;0;98;0;0;0;00000
366591;1;1;2014;1;43;S;5;449;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;17000;09;09;09;09;;09;8500.0;10;10;10;10;;10;2;0;96;0;0;0;00000
367364;1;1;2014;1;43;S;5;382;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;10000;07;07;07;06;;07;2000.0;04;04;03;03;;04;2;0;96;0;0;0;00000
363914;1;1;2014;1;43;S;5;441;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;18400;09;09;10;09;;10;6133.3334960938;09;09;09;09;;09;2;0;3;0;0;0;00010
362644;1;1;2014;1;43;S;5;397;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;33000;10;10;10;10;;10;11000.0;10;10;10;10;;10;2;0;96;0;0;0;00000
364876;1;1;2014;1;43;S;5;311;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;12800;08;08;08;08;;08;6400.0;09;09;09;09;;09;2;0;1;0;0;0;00000
362067;1;1;2014;1;43;S;5;240;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;3000;02;02;02;01;;01;1500.0;03;03;02;02;;03;1;0;2;0;0;0;00000
362788;1;1;2014;1;43;S;5;344;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;16000;09;09;09;09;;09;5333.3334960938;08;09;08;08;;09;2;0;96;0;0;0;00000
361902;1;1;2014;1;43;S;5;318;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;15000;09;09;09;08;;09;15000.0;10;10;10;10;;10;97;0;96;0;0;0;00010
365709;1;1;2014;1;43;S;5;391;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;4700;03;03;03;03;;03;4700.0;08;08;08;08;;08;1;0;98;0;0;0;00000
364346;1;1;2014;1;43;S;5;326;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;7500;05;05;05;05;;06;2500.0;05;05;04;05;;05;1;0;2;3;0;0;00000
367155;1;1;2014;1;43;S;5;296;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;8600;06;06;06;06;;06;2866.6667480469;05;06;05;05;;06;2;0;1;3;0;0;00000
363755;1;1;2014;1;43;S;5;277;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;3000;02;02;02;01;;01;1500.0;03;03;02;02;;03;1;0;2;0;0;0;00000
363664;1;1;2014;1;43;S;5;366;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;15000;09;09;09;08;;09;15000.0;10;10;10;10;;10;1;0;97;0;0;0;00000
367653;1;1;2014;1;43;S;5;322;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;9500;06;07;07;06;;07;2375.0;04;05;04;04;;05;1;0;2;0;0;0;10000
364117;1;1;2014;1;43;S;5;325;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;4240;02;03;03;02;;03;2120.0;04;04;04;04;;04;2;0;1;0;0;0;00000
366940;1;1;2014;1;43;S;5;239;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;5000;03;03;03;03;;03;1666.6666259766;03;03;03;03;;03;2;0;1;4;0;0;00000
366457;1;1;2014;1;43;S;5;275;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7800;05;06;05;05;;06;3900.0;07;07;07;07;;07;2;0;98;0;0;0;00000
366072;1;1;2014;1;43;S;5;248;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;11500;07;08;08;07;;08;3833.3332519531;07;07;07;07;;07;2;0;1;3;0;0;00000
364795;1;1;2014;1;43;S;5;314;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;5500;04;04;04;03;;04;2750.0;05;06;05;05;;05;1;0;97;0;0;0;00000
363137;1;1;2014;1;43;S;5;401;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8000;05;06;06;05;;06;4000.0;07;07;07;07;;08;1;0;2;0;0;0;00010
362545;1;1;2014;1;43;S;5;490;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;10000;07;07;07;06;;07;3333.3332519531;06;07;06;06;;07;2;0;98;0;0;0;00000
363895;1;1;2014;1;43;S;5;453;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5900;04;04;04;04;;04;5900.0;09;09;09;09;;09;1;0;98;0;0;0;00000
365469;1;1;2014;1;43;S;5;342;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;6000;04;04;04;04;;04;3000.0;06;06;05;05;;06;1;0;2;0;0;0;00000
366503;1;1;2014;1;43;S;5;419;2;;1;1;;9;1;1;1;;1;1;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;5000;03;03;03;03;;03;5000.0;08;08;08;08;;08;1;0;98;0;0;0;00000
362467;1;1;2014;1;43;S;5;470;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;6000;04;04;04;04;;04;3000.0;06;06;05;05;;06;1;0;2;0;0;0;00000
363248;1;1;2014;1;43;S;5;366;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;13000;08;08;08;08;;08;13000.0;10;10;10;10;;10;1;0;96;0;0;0;00000
367541;1;1;2014;1;43;S;5;391;2;;1;2;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;5000;03;03;03;03;;03;5000.0;08;08;08;08;;08;1;0;98;0;0;0;10000
367657;1;1;2014;1;43;S;5;383;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;10500;07;07;07;07;;07;5250.0;08;09;08;08;;09;1;0;98;0;0;0;00000
362460;1;1;2014;1;43;S;5;442;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;5100;03;04;03;03;;04;2550.0;05;05;05;05;;05;1;0;2;0;0;0;00000
364649;1;1;2014;1;43;S;5;333;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;21000;10;10;10;10;;10;5250.0;08;09;08;08;;09;2;0;98;0;0;0;10000
366460;1;1;2014;1;43;S;5;289;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;3400;02;02;02;02;;02;3400.0;06;07;06;06;;07;1;0;98;0;0;0;00000
363478;1;1;2014;1;43;S;5;325;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;17500;09;09;09;09;;09;5833.3334960938;09;09;09;09;;09;2;0;1;0;0;0;10000
366116;1;1;2014;1;43;S;5;343;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;11500;07;08;08;07;;08;2875.0;05;06;05;05;;06;2;0;1;0;0;0;00000
363694;1;1;2014;1;43;S;5;341;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;9500;06;07;07;06;;07;2375.0;04;05;04;04;;05;2;0;1;0;0;0;00000
362153;1;1;2014;1;43;S;5;416;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6700;04;05;05;04;;05;3350.0;06;07;06;06;;07;2;0;98;0;0;0;00000
365037;1;1;2014;1;43;S;5;215;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;4000;02;02;02;02;;02;1333.3333740234;02;02;02;02;;02;2;0;98;0;0;0;00000
362010;1;1;2014;1;43;S;5;275;1;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;15500;09;09;09;09;;09;5166.6665039063;08;09;08;08;;09;2;0;3;0;0;0;00000
364222;1;1;2014;1;43;S;5;213;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;10500;07;07;07;07;;07;1750.0;03;03;03;03;;03;1;0;3;4;0;0;00000
363310;1;1;2014;1;43;S;5;172;1;;5;1;;4;1;1;1;;1;1;1;2;2;1;2;5;1;1;1;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2500;01;01;01;01;;01;1250.0;02;02;02;02;;02;8;0;1;0;0;0;00000
365129;1;1;2014;1;43;S;5;229;1;;1;1;;4;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3000;02;02;02;01;;01;3000.0;06;06;05;05;;06;1;0;97;0;0;0;00000
366065;1;1;2014;1;43;S;5;204;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;20000;10;10;10;10;;10;6666.6665039063;09;09;09;09;;09;1;0;3;0;0;0;00000
366137;1;1;2014;1;43;S;5;231;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;3;4;11500;07;08;08;07;;08;1642.8571777344;03;03;03;03;;03;2;0;1;0;0;0;00000
366112;1;1;2014;1;43;S;5;213;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;7200;05;05;05;05;;05;2400.0;04;05;04;04;;05;2;0;98;0;0;0;00000
367379;1;1;2014;1;43;S;5;213;1;;5;1;;4;1;1;1;;1;1;1;2;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;14000;08;09;09;08;;09;4666.6665039063;08;08;08;08;;08;2;0;98;0;0;0;10000
364546;1;1;2014;1;43;S;5;229;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;12000;08;08;08;07;;08;3000.0;06;06;05;05;;06;1;0;2;4;0;0;00000
362388;1;1;2014;1;43;S;5;323;1;;2;2;;4;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4600;03;03;03;03;;03;2300.0;04;04;04;04;;04;2;0;1;0;0;0;00000
363201;1;1;2014;1;43;S;5;252;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;9500;06;07;07;06;;07;3166.6667480469;06;06;06;06;;06;2;0;1;0;0;0;00000
364466;2;1;2014;1;43;S;5;213;1;;4;2;;4;2;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;10300;07;07;07;07;;07;3433.3332519531;06;07;06;06;;07;2;0;3;0;0;0;00000
365659;1;1;2014;1;43;S;5;280;2;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;14400;08;09;09;08;;09;7200.0;09;10;09;09;;09;2;0;96;0;0;0;10010
364320;1;1;2014;1;43;S;5;242;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;1;0;1;1000;01;01;01;01;;01;1000.0;01;02;01;01;;01;1;0;98;0;0;0;00000
364718;1;1;2014;1;43;S;5;289;1;;2;1;;4;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;3800;02;02;02;02;;02;3800.0;07;07;07;07;;07;97;1;98;0;0;0;00000
