CODUSU;NRO_HOGAR;REALIZADA;ANO4ZADA;TRIMESTRE;REGIONRE;MAS_500;AGLOMERADO;PONDERADO;IV1ERA;IV1_ESP;IV2ESP;IV3;IV3_ESP;IV4ESP;IV5;IV6;IV7;IV7_ESP;IV8ESP;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1_3;II2;II3;II3_1;II4_1;II4_2;II4_3;II53;II5_1;II61;II6_1;II71;II7_ESP;II8ESP;II8_ESP;II9ESP;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITFAYEQ10;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCFFR;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
398839;1;1;2014;1;41;N;15;161;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;7500;05;05;07;;06;07;1875.0;03;04;05;;04;05;2;0;3;0;0;0;00000
405555;1;1;2014;1;41;N;15;161;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;6000;04;04;06;;04;05;1500.0;03;03;04;;03;04;2;0;98;0;0;0;00000
404475;1;1;2014;1;41;N;15;151;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;6000;04;04;06;;04;05;2000.0;04;04;06;;04;06;2;0;98;0;0;0;00000
399802;1;1;2014;1;41;N;15;175;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;2900;01;02;02;;02;02;1450.0;02;03;04;;03;04;2;0;98;0;0;0;00000
394379;1;1;2014;1;41;N;15;152;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;7500;05;05;07;;06;07;2500.0;05;05;07;;05;07;2;0;98;0;0;0;00000
405533;1;1;2014;1;41;N;15;156;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;4400;03;03;04;;03;04;1466.6666259766;02;03;04;;03;04;2;0;98;0;0;0;00000
405946;1;1;2014;1;41;N;15;149;2;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;4800;03;03;04;;03;04;1200.0;02;02;03;;02;03;2;0;3;0;0;0;00000
405838;1;1;2014;1;41;N;15;125;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;17600;09;09;10;;09;10;5866.6665039063;09;09;10;;09;10;2;0;1;0;0;0;00000
402819;1;1;2014;1;41;N;15;129;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;6;1;5;17000;09;09;10;;09;10;2833.3332519531;05;06;07;;06;08;1;0;2;0;0;0;00000
394349;1;1;2014;1;41;N;15;122;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;5600;04;04;05;;04;05;1400.0;02;03;04;;03;04;1;0;3;4;0;0;00000
403106;1;1;2014;1;41;N;15;139;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;8;1;7;16600;09;09;10;;09;10;2075.0;04;04;06;;04;06;2;0;3;4;0;0;00000
401075;1;1;2014;1;41;N;15;122;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;15800;09;09;10;;09;10;7900.0;10;10;10;;10;10;2;0;98;0;0;0;00000
403344;1;1;2014;1;41;N;15;113;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;6;0;6;11000;07;08;09;;08;08;1833.3333740234;03;04;05;;04;05;2;0;1;0;0;0;00000
406034;1;1;2014;1;41;N;15;146;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;6000;04;04;06;;04;05;1200.0;02;02;03;;02;03;1;0;4;0;0;0;00000
389873;1;1;2014;1;41;N;15;150;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;7500;05;05;07;;06;07;3750.0;07;07;08;;07;09;1;0;98;0;0;0;00000
390742;1;1;2014;1;41;N;15;167;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;18000;09;09;10;;09;10;4500.0;08;08;09;;08;09;97;0;2;0;0;0;10000
388489;1;1;2014;1;41;N;15;141;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;7000;05;05;07;;05;06;2333.3332519531;04;05;06;;05;06;3;0;1;0;0;0;00000
390754;1;1;2014;1;41;N;15;159;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;16000;09;09;10;;09;10;8000.0;10;10;10;;10;10;2;0;1;0;0;0;10000
387009;1;1;2014;1;41;N;15;119;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;25800;10;10;10;;10;10;3685.7143554688;07;07;08;;07;09;2;0;4;0;0;0;00000
389731;1;1;2014;1;41;N;15;145;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6500;04;05;06;;05;06;3250.0;06;06;08;;07;08;2;0;98;0;0;0;00000
389731;2;1;2014;1;41;N;15;145;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;15000;09;09;10;;09;09;5000.0;08;08;09;;08;10;97;0;2;0;0;0;00000
387060;1;1;2014;1;41;N;15;151;1;;2;2;;4;1;2;1;;1;1;2;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;7440;05;05;07;;05;07;1860.0;03;04;05;;04;05;1;0;3;0;0;0;00000
388356;1;1;2014;1;41;N;15;133;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;7000;05;05;07;;05;06;2333.3332519531;04;05;06;;05;06;2;3;98;0;0;0;00000
401887;1;1;2014;1;41;N;15;174;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;5;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;9;1;8;3600;02;02;03;;02;03;400.0;01;01;01;;01;01;1;2;3;0;0;0;00000
404501;1;1;2014;1;41;N;15;134;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;6000;04;04;06;;04;05;6000.0;09;09;10;;09;10;1;0;98;0;0;0;00000
402518;1;1;2014;1;41;N;15;115;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2500;01;01;02;;01;02;2500.0;05;05;07;;05;07;1;0;98;0;0;0;00000
406610;1;1;2014;1;41;N;15;145;3;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;3400;02;02;03;;02;02;1133.3333740234;02;02;03;;02;03;1;0;2;3;0;0;00000
396632;1;1;2014;1;41;N;15;137;3;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;4100;02;03;04;;03;03;2050.0;04;04;06;;04;06;1;0;2;0;0;0;00000
398408;1;1;2014;1;41;N;15;134;3;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900;01;01;01;;01;01;450.0;01;01;01;;01;01;1;0;98;0;0;0;00000
402658;1;1;2014;1;41;N;15;142;3;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;6370;04;05;06;;05;06;2123.3332519531;04;04;06;;04;06;2;0;1;0;0;0;00000
403195;1;1;2014;1;41;N;15;127;3;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1200;01;01;01;;01;01;1200.0;02;02;03;;02;03;1;0;98;0;0;0;00000
393725;1;1;2014;1;41;N;15;179;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;6100;04;04;06;;05;05;2033.3333740234;04;04;06;;04;06;1;0;2;0;0;0;00000
405563;1;1;2014;1;41;N;15;166;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;21000;10;10;10;;10;10;5250.0;08;09;10;;09;10;97;0;2;0;0;0;00000
405484;1;1;2014;1;41;N;15;179;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;9500;06;07;08;;07;08;2375.0;04;05;06;;05;07;97;0;2;0;0;0;00000
405405;1;1;2014;1;41;N;15;166;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3400;02;02;03;;02;02;3400.0;06;07;08;;07;08;1;0;98;0;0;0;00000
402418;1;1;2014;1;41;N;15;171;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;5070;03;04;05;;04;05;633.75;01;01;01;;01;01;2;0;3;0;0;0;00000
396480;1;1;2014;1;41;N;15;170;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;8400;06;06;07;;06;07;1680.0;03;03;05;;03;05;2;0;98;0;0;0;00000
396480;2;1;2014;1;41;N;15;170;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;1;4;9500;06;07;08;;07;08;1900.0;03;04;05;;04;05;1;0;98;0;0;0;00000
396691;1;1;2014;1;41;N;15;138;1;;5;1;;5;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;6700;04;05;06;;05;06;1675.0;03;03;05;;03;05;2;0;98;0;0;0;00000
404859;1;1;2014;1;41;N;15;144;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5300;03;04;05;;04;05;2650.0;05;05;07;;06;07;1;0;2;0;0;0;00000
404531;1;1;2014;1;41;N;15;121;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;2;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;600;01;01;01;;01;01;300.0;01;01;01;;01;01;1;0;98;0;0;0;00000
405783;1;1;2014;1;41;N;15;124;1;;1;2;;4;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;2;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200;01;01;01;;01;01;1200.0;02;02;03;;02;03;1;0;98;0;0;0;00000
400869;1;1;2014;1;41;N;15;108;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;6400;04;05;06;;05;06;1066.6666259766;02;02;03;;02;03;3;0;2;0;0;0;00000
401843;1;1;2014;1;41;N;15;121;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3000;02;02;03;;02;02;1500.0;03;03;04;;03;04;2;0;98;0;0;0;00000
400633;1;1;2014;1;41;N;15;113;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4500;03;03;04;;03;04;2250.0;04;04;06;;05;06;2;0;98;0;0;0;00000
393599;1;1;2014;1;41;N;15;135;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;7000;05;05;07;;05;06;1750.0;03;03;05;;04;05;2;0;3;0;0;0;00000
402005;1;1;2014;1;41;N;15;122;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2400;01;01;02;;01;02;2400.0;04;05;06;;05;07;1;0;98;0;0;0;00000
406128;1;1;2014;1;41;N;15;119;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;2;4;20500;10;10;10;;10;10;3416.6667480469;06;07;08;;07;08;2;0;3;0;0;0;10000
399074;1;1;2014;1;41;N;15;110;1;;4;1;;2;2;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6200;04;05;06;;05;06;3100.0;06;06;08;;06;08;97;0;2;0;0;0;00000
396232;1;1;2014;1;41;N;15;131;1;;1;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;6;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2400;01;01;02;;01;02;2400.0;04;05;06;;05;07;1;0;98;0;0;0;00000
401741;1;1;2014;1;41;N;15;133;1;;3;3;;4;2;2;1;;1;2;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3370;02;02;03;;02;02;1123.3333740234;02;02;03;;02;03;2;0;1;0;0;0;00000
402596;1;1;2014;1;41;N;15;125;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;1;5;12900;08;08;09;;08;09;2150.0;04;04;06;;05;06;1;2;3;5;0;0;00000
400623;1;1;2014;1;41;N;15;123;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;5000;03;03;05;;04;04;1250.0;02;02;03;;02;03;2;3;1;0;0;0;00000
398310;1;1;2014;1;41;N;15;133;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;4;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;1;5;21300;10;10;10;;10;10;3550.0;07;07;08;;07;08;1;2;4;5;0;0;00000
402475;1;1;2014;1;41;N;15;104;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;6300;04;05;06;;05;06;3150.0;06;06;08;;07;08;1;2;98;0;0;0;00000
403949;1;1;2014;1;41;N;15;130;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;5400;03;04;05;;04;05;1800.0;03;03;05;;04;05;1;2;98;0;0;0;00000
394127;1;1;2014;1;41;N;15;243;1;;1;2;;4;2;2;1;;1;2;1;1;2;2;2;1;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;4150;02;03;04;;03;03;592.85711669922;01;01;01;;01;01;2;0;98;0;0;0;00000
403083;1;1;2014;1;41;N;15;210;1;;1;2;;4;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3200;02;02;03;;02;02;1600.0;03;03;04;;03;04;1;0;98;0;0;0;00000
400854;1;1;2014;1;41;N;15;222;1;;1;2;;4;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;8500;06;06;07;;06;07;4250.0;07;08;09;;08;09;1;0;98;0;0;0;00000
401116;1;1;2014;1;41;N;15;159;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;2600;01;01;02;;01;02;1300.0;02;02;03;;03;04;1;0;2;0;0;0;00000
396262;1;1;2014;1;41;N;15;220;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;1;6;8520;06;06;07;;06;07;1217.1428222656;02;02;03;;02;03;2;0;3;0;0;0;00000
396217;1;1;2014;1;41;N;15;205;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7300;05;05;07;;05;06;3650.0;07;07;08;;07;09;1;0;98;0;0;0;00000
403672;1;1;2014;1;41;N;15;226;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;3500;02;02;03;;02;03;583.33331298828;01;01;01;;01;01;2;0;5;0;0;0;00000
396883;1;1;2014;1;41;N;15;204;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;4400;03;03;04;;03;04;880.0;01;01;02;;02;02;1;0;3;0;0;0;00000
394480;1;1;2014;1;41;N;15;237;1;;2;1;;4;1;2;1;;1;2;2;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;4400;03;03;04;;03;04;880.0;01;01;02;;02;02;2;0;98;0;0;0;00000
393992;1;1;2014;1;41;N;15;228;1;;1;2;;4;2;2;1;;1;2;2;1;2;1;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;4200;02;03;04;;03;04;700.0;01;01;02;;01;01;2;0;98;0;0;0;00000
402278;1;1;2014;1;41;N;15;160;1;;2;2;;4;2;2;1;;1;2;2;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;3;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;6240;04;05;06;;05;06;891.42858886719;01;01;02;;02;02;1;0;4;0;0;0;00000
404520;1;1;2014;1;41;N;15;215;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;0;5;7070;05;05;07;;05;06;1414.0;02;03;04;;03;04;2;1;3;0;0;0;00000
405699;1;1;2014;1;41;N;15;210;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;6000;04;04;06;;04;05;1500.0;03;03;04;;03;04;2;0;98;0;0;0;00000
401150;1;1;2014;1;41;N;15;242;1;;1;2;;4;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;3970;02;02;03;;02;03;794.0;01;01;02;;01;02;1;0;5;0;0;0;00000
405451;1;1;2014;1;41;N;15;217;1;;1;2;;4;2;1;1;;1;1;2;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;3910;02;02;03;;02;03;782.0;01;01;02;;01;02;1;0;98;0;0;0;00000
405363;1;1;2014;1;41;N;15;221;1;;1;2;;4;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;5310;03;04;05;;04;05;1062.0;02;02;03;;02;03;2;0;98;0;0;0;00000
397862;1;1;2014;1;41;N;15;126;1;;2;3;;4;1;2;1;;1;1;2;2;1;1;1;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;3400;02;02;03;;02;02;850.0;01;01;02;;01;02;1;0;2;4;0;0;00000
394954;1;1;2014;1;41;N;15;161;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;4980;03;03;04;;03;04;830.0;01;01;02;;01;02;2;0;3;0;0;0;00000
403074;1;1;2014;1;41;N;15;183;1;;3;2;;4;1;2;1;;1;2;2;1;1;1;1;3;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;1;7;5350;03;04;05;;04;05;668.75;01;01;01;;01;01;1;0;3;0;0;0;00000
405315;1;1;2014;1;41;N;15;143;1;;3;2;;4;1;1;1;;1;1;2;1;2;1;1;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;3;3;2380;01;01;02;;01;01;396.66665649414;01;01;01;;01;01;1;0;2;0;0;0;00000
