CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
301358;1;1;2010;2;43;S;2;527;1;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;2900.0;05;06;06;05;;05;2900.0;09;10;10;09;;09;1;0;97;0;0;0;00000
304669;1;1;2010;2;43;S;2;370;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;3260.0;06;06;06;06;;06;1086.67;06;06;06;06;;05;1;2;3;0;0;0;10000
129661;1;1;2010;2;43;S;2;359;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;850.0;01;01;01;01;;01;850.0;04;05;04;04;;04;1;0;98;0;0;0;00000
132464;1;1;2010;2;43;S;2;272;2;;3;1;;9;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;3;1;2;4000.0;07;07;07;07;;06;1333.33;07;07;07;07;;06;1;2;98;0;0;0;00000
235738;1;1;2010;2;43;S;2;359;2;;2;1;;9;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1900.0;03;04;04;03;;03;1900.0;08;09;08;08;;08;1;0;96;0;0;0;00000
162117;1;1;2010;2;43;S;2;359;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;890.0;01;02;02;01;;01;890.0;05;05;05;05;;04;1;0;96;0;0;0;00010
171283;1;1;2010;2;43;S;2;267;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;6;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;3840.0;07;07;07;07;;06;768.0;04;04;04;04;;03;1;2;3;9;0;0;00000
145996;1;1;2010;2;43;S;2;558;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;6100.0;09;09;09;09;;09;3050.0;10;10;10;10;;09;1;2;98;0;0;0;00010
288144;1;1;2010;2;43;S;2;496;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;0;2;2200.0;04;05;04;04;;04;1100.0;06;06;06;06;;05;1;2;98;0;0;0;00000
257981;1;1;2010;2;43;S;2;1068;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;4800.0;08;08;08;08;;08;1600.0;08;08;08;07;;07;96;0;98;0;0;0;10100
