CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V2_02;V2_03;V21_01;V22_01;V3;V4;V5_02;V5_03;V6;V7;V8;V9;V10;V11_01;V11_02;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNOPQXHKMPUCDEIJAH00869886;2025;4;1;1;1;S;33;1542;1;;3;1;;1;1;1;2;;1;1;1;2;2;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;98;0;0;0;2;2;2;2;2;1
TQRMNOQURHKMPUCDEIJAH00867893;2025;4;1;1;1;S;33;1242;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1900000;7;;7;7;;7;633333,33;6;;6;6;;7;2061;2;1;98;0;0;0;2;2;2;2;2;1
TQRMNORVYHKMPUCDEIJAH00871932;2025;4;1;1;1;S;33;1779;1;;4;1;;1;1;1;2;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;0;0;0;2;2;2;2;2;0
TQRMNORWPHKMPUCDEIJAH00869225;2025;4;1;1;1;S;33;1587;1;;3;1;;1;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1200000;5;;4;5;;5;240000;2;;2;2;;2;3805;2;3;98;0;0;0;2;2;2;2;2;0
TQRMNOTSXHKMPUCDEIJAH00867143;2025;4;1;1;1;S;33;1473;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1860000;7;;6;7;;7;930000;8;;8;8;;8;3034;1;2;98;0;0;0;2;2;1;2;2;2
TQRMNOPVVHKMQNCDEIJAH00867363;2025;4;1;1;1;S;33;310;1;;3;1;;4;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2750000;9;;8;8;;9;1375000;9;;9;9;;10;611;1;3;98;0;0;0;2;2;2;2;2;0
TQRMNOSYVHKMQNCDEIJAH00871554;2025;4;1;1;1;S;33;635;1;;3;1;;2;1;1;1;;1;1;2;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1460000;5;;5;5;;5;730000;7;;7;7;;8;700;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOSYWHKMQNCDEIJAH00890457;2025;4;1;1;1;S;33;455;1;;3;2;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;2;2;2;2;2;0
TQRMNOQPUHKOKMCDEIJAH00867700;2025;4;1;1;1;S;33;1528;1;;5;1;;3;1;1;2;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;97;0;98;0;0;0;2;2;2;1;2;1
TQRMNORPYHKOKMCDEIJAH00869550;2025;4;1;1;1;S;33;1630;1;;7;1;;2;1;1;2;;1;1;1;1;2;2;2;7;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;4;98;0;0;0;2;2;2;2;2;0
TQRMNOSSPHKOKMCDEIJAH00870879;2025;4;1;1;1;S;33;1644;1;;4;1;;3;1;1;2;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;3;4;0;2;2;2;2;2;0
TQRMNOSSRHKOKMCDEIJAH00868742;2025;4;1;1;1;S;33;1586;1;;4;1;;4;1;1;2;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOTRVHKOKMCDEIJAH00872476;2025;4;1;1;1;S;33;2332;2;;3;2;;2;2;2;2;;1;1;2;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;3;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;4;0;0;2;2;2;2;2;1
TQRMNORWPHKOQQCDEIJAH00894849;2025;4;1;1;1;S;33;3031;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;4;0;3;5;0;0;2;2;2;2;2;0
TQRMNOQVPHKORMCDEIJAH00870884;2025;4;1;1;1;S;33;2796;1;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;4;3;0;2;2;2;2;2;1
TQRMNOQVQHKORMCDEIJAH00892953;2025;4;1;1;1;S;33;2467;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;2;2;2;2;2;1
TQRMNOQVSHKORMCDEIJAH00888137;2025;4;1;1;1;S;33;3145;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;6;0;6;9500000;10;;10;10;;10;1583333,33;10;;9;9;;10;9910;2;0;3;4;5;0;2;2;2;2;2;0
TQRMNOPRQHLLSSCDEIJAH00895022;2025;4;1;1;1;S;33;1826;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;96;0;98;0;0;0;2;2;2;2;2;1
TQRMNOPRSHLLSSCDEIJAH00895730;2025;4;1;1;1;S;33;2572;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;2;2;2;2;2;0
TQRMNOPRTHLLSSCDEIJAH00896435;2025;4;1;1;1;S;33;1750;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;96;98;0;0;0;2;2;2;2;2;0
TQRMNOQUVHLLSSCDEIJAH00893691;2025;4;1;1;1;S;33;2564;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;4;electricidad;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1500000;6;;5;6;;6;500000;5;;5;5;;6;4010;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQWSHLLTNCDEIJAH00895933;2025;4;1;1;1;S;33;1902;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;2000000;7;;7;7;;7;500000;5;;5;5;;6;3110;2;1;98;0;0;0;2;2;2;2;2;0
TQRMNORRUHLLTRCDEIJAH00893315;2025;4;1;1;1;S;33;2173;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;5580000;10;;10;10;;10;5580000;10;;10;10;;10;2625;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNORRVHLLTRCDEIJAH00895645;2025;4;1;1;1;S;33;2545;1;;3;1;;3;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;97;98;0;0;0;2;2;2;2;2;1
TQRMNORTYHLMQQCDEIJAH00893989;2025;4;1;1;1;S;33;5611;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;2;2;2;2;2;0
TQRMNORUPHLMQQCDEIJAH00893070;2025;4;1;1;1;S;33;3944;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2700000;9;;8;8;;9;2700000;10;;10;10;;10;4892;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOTRPHLMQQCDEIJAH00893822;2025;4;1;1;1;S;33;3113;1;;4;1;;4;1;1;2;;1;1;1;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;1
TQRMNOTXWHLMQQCDEIJAH00893990;2025;4;1;1;1;S;33;5632;1;;5;1;;4;1;1;2;;1;1;1;2;2;2;2;5;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;2050000;7;;7;7;;7;1025000;8;;8;8;;9;6368;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPURHLMRLCDEIJAH00896004;2025;4;1;1;1;S;33;2814;2;;2;1;;1;1;1;2;;1;1;1;3;2;1;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;3;0;0;0;2;2;2;2;2;0
TQRMNOPUUHLMRLCDEIJAH00895595;2025;4;1;1;1;S;33;2993;1;;1;2;;2;1;1;2;;1;1;2;2;1;1;2;1;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;0;0;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;290000;1;;1;1;;1;145000;1;;1;1;;1;3369;1;0;98;0;0;0;1;2;2;2;2;0
TQRMNOQWVHLMRLCDEIJAH00893749;2025;4;1;1;1;S;33;3726;1;;2;1;;3;1;1;2;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;3;1;2;408000;1;;1;1;;1;136000;1;;1;1;;1;5673;1;0;98;0;0;0;1;2;2;2;2;0
TQRMNOPYQHLNQTCDEIJAH00895424;2025;4;1;1;1;S;33;2864;1;;1;1;;4;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;2;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;1;2;2;2;2;0
TQRMNOPYRHLNQTCDEIJAH00895356;2025;4;1;1;1;S;33;2326;1;;4;1;;2;2;1;1;;1;1;2;3;2;2;2;4;3;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;1;4;578000;2;;1;1;;2;115600;1;;1;1;;1;3766;1;0;3;0;0;0;2;2;2;2;2;0
TQRMNORTVHLNQTCDEIJAH00893110;2025;4;1;1;1;S;33;1751;1;;2;1;;2;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOSXWHLNQTCDEIJAH00893706;2025;4;1;1;1;S;33;1745;2;;4;1;;2;1;1;2;;1;1;1;2;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1720000;6;;6;6;;6;860000;8;;7;7;;8;4257;2;0;98;0;0;0;2;2;2;2;2;1
TQSMNOQXTHLNRMCDEIJAH00893294;2025;4;1;1;1;S;33;3399;1;;3;2;;4;1;2;1;;1;2;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;0;0;0;1;2;2;2;2;0
TQRMNOQXWHLNRMCDEIJAH00894210;2025;4;1;1;1;S;33;1597;1;;2;2;;4;1;1;1;;1;1;2;2;1;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNORSWHLNRMCDEIJAH00895294;2025;4;1;1;1;S;33;2625;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;0;0;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2000000;7;;7;7;;7;1000000;8;;8;8;;9;5190;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOSRQHLNRMCDEIJAH00896605;2025;4;1;1;1;S;33;4052;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;1;2;2;2;2;0
TQRMNOSSXHLNRMCDEIJAH00896005;2025;4;1;1;1;S;33;1860;2;;2;1;;2;1;1;1;;1;1;1;2;2;1;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;98;0;98;0;0;0;2;2;2;2;2;0
TQRMNORRUHMLLQCDEIJAH00892234;2025;4;1;1;1;S;33;211;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;2;2;2;2;2;2
TQRMNORTTHMLLQCDEIJAH00888301;2025;4;1;1;1;S;33;355;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;7400000;10;;10;10;;10;2466666,67;10;;10;10;;10;652;96;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPQUHMLMOCDEIJAH00892776;2025;4;1;1;1;S;33;3256;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1830000;7;;6;7;;7;1830000;10;;10;10;;10;3536;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQTWHMLMOCDEIJAH00896599;2025;4;1;1;1;S;33;2267;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2000000;7;;7;7;;7;1000000;8;;8;8;;9;4483;2;0;1;0;0;0;2;2;2;2;2;0
TQRMNOPQVHMLNOCDEIJAH00888751;2025;4;1;1;1;S;33;1313;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOPQWHMLNOCDEIJAH00890761;2025;4;1;1;1;S;33;1568;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;6350000;10;;10;10;;10;3175000;10;;10;10;;10;1617;1;0;2;0;0;0;2;2;2;2;2;0
TQRMNOPQYHMLNOCDEIJAH00888752;2025;4;1;1;1;S;33;1120;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;98;0;0;0;2;2;2;2;2;1
TQRMNOPRPHMLNOCDEIJAH00890868;2025;4;1;1;1;S;33;1217;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;4;2;3;0;0;2;2;2;2;2;0
TQRMNOPYQHMLNOCDEIJAH00888241;2025;4;1;1;1;S;33;1366;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;3;4;0;0;2;2;2;2;2;1
TQRMNOPYRHMLNOCDEIJAH00896780;2025;4;1;1;1;S;33;1578;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;4;electricidad;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;5000000;10;;10;10;;10;1250000;9;;9;9;;9;2814;2;0;96;0;0;0;2;2;2;2;2;0
TQRMNOPYTHMLNOCDEIJAH00888979;2025;4;1;1;1;S;33;751;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPQYHMLOLCDEIJAH00888261;2025;4;1;1;1;S;33;4007;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;2;2;0;2;0;2;;1;;1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;3;1;2;2880000;9;;8;9;;9;960000;8;;8;8;;8;6661;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOPRUHMLOLCDEIJAH00890851;2025;4;1;1;1;S;33;2054;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1500000;6;;5;5;;6;500000;5;;5;5;;6;3171;1;0;2;3;0;0;2;2;2;2;2;0
TQRMNORVSHMLOLCDEIJAH00892236;2025;4;1;1;1;S;33;3124;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;1000000;4;;3;3;;3;1000000;8;;8;8;;9;3888;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPSTHMLPOCDEIJAH00889152;2025;4;1;1;1;S;33;5042;1;;2;1;;2;1;1;1;;1;1;1;3;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;1800000;7;;6;7;;7;360000;3;;3;3;;4;7896;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNORRWHMLPOCDEIJAH00889461;2025;4;1;1;1;S;33;3123;1;;4;1;;2;1;1;1;;1;1;2;3;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;0;3;600000;2;;1;2;;2;200000;1;;1;1;;1;3661;1;2;3;0;0;0;2;2;2;2;2;0
TQRMNORRXHMLPOCDEIJAH00890616;2025;4;1;1;1;S;33;2437;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;640000;2;;2;2;;2;640000;6;;6;6;;7;3032;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNORSPHMLPOCDEIJAH00891686;2025;4;1;1;1;S;33;6032;1;;9;1;;4;1;1;1;;1;1;1;1;2;1;2;9;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNORVTHMLPOCDEIJAH00891687;2025;4;1;1;1;S;33;4314;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQUSHMLPSCDEIJAH00887711;2025;4;1;1;1;S;33;3231;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;2;4480000;10;;10;10;;10;1493333,33;9;;9;9;;10;5819;1;0;2;0;0;0;2;2;2;2;2;0
TQRMNOQUTHMLPSCDEIJAH00888276;2025;4;1;1;1;S;33;2150;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOQUUHMLPSCDEIJAH00888803;2025;4;1;1;1;S;33;2150;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;2;2;2;2;2;1
TQRMNOQUWHMMTRCDEIJAH00887938;2025;4;1;1;1;S;33;1979;1;;4;1;;4;1;1;2;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;2;2;2;2;2;0
