CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V2_02;V2_03;V21_01;V22_01;V3;V4;V5_02;V5_03;V6;V7;V8;V9;V10;V11_01;V11_02;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNOQTWHJMKQCDEOHCH00876295;2025;4;1;1;44;N;91;120;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;50000;1;1;1;;1;1;16666,67;1;1;1;;1;1;163;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQTYHJMKQCDEOHCH00876296;2025;4;1;1;44;N;91;353;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;3100000;9;9;8;;9;9;775000;7;7;6;;8;7;388;1;0;2;3;4;0;2;2;2;2;2;0
TQRMNOPTVHJKKQCDEFMDB00879930;2025;4;1;1;43;N;6;210;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;370000;1;1;1;;1;1;370000;3;3;3;;4;4;275;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOPUQHJLKNCDEFMDB00877441;2025;4;1;1;43;N;6;257;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1180000;4;5;5;;5;5;590000;6;6;5;;6;6;501;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQTTHJLKNCDEFMDB00894130;2025;4;1;1;43;N;6;277;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1720000;6;7;7;;7;7;1720000;10;10;10;;10;10;471;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQTVHJLKNCDEFMDB00894131;2025;4;1;1;43;N;6;395;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;980000;3;4;4;;4;4;980000;8;8;8;;9;9;699;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQUXHJLKRCDEFMDB00878134;2025;4;1;1;43;N;6;330;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;0;2;1950000;7;7;7;;8;8;975000;8;8;8;;9;8;671;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOQVUHJLKRCDEFMDB00879931;2025;4;1;1;43;N;6;256;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;3;98;0;0;0;2;2;2;2;2;0
TQRMNOSUWHJLKRCDEFMDB00880645;2025;4;1;1;43;N;6;371;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;3;0;3;800000;3;3;3;;3;3;266666,67;2;2;2;;2;2;913;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOTSVHJLKRCDEFMDB00872625;2025;4;1;1;43;N;6;250;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;900000;3;3;3;;3;3;900000;8;8;8;;8;8;397;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOPPSHJMKPCDEFMDB00879878;2025;4;1;1;43;N;6;139;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1500000;6;6;6;;6;6;1500000;9;10;9;;10;10;169;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOPPTHJMKPCDEFMDB00874815;2025;4;1;1;43;N;6;180;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1200000;4;5;5;;5;5;600000;6;6;5;;6;6;254;1;2;98;0;0;0;2;2;2;2;2;1
TQRMNOPPUHJMKPCDEFMDB00874581;2025;4;1;1;43;N;6;180;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;2;2;2;2;2;1
TQRMNOQTWHJMKPCDEFMDB00873709;2025;4;1;1;43;N;6;183;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;2;2;2;2;2;1
TQRMNOQUVHJMKPCDEFMDB00876635;2025;4;1;1;43;N;6;183;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;2;2;2;2;2;0
TQRMNOQUWHJMKPCDEFMDB00876445;2025;4;1;1;43;N;6;278;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;2;2;2;2;2;0
TQRMNOQRQHJMKUCDEFMDB00874523;2025;4;1;1;43;N;6;281;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;2;2;11;3;8;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;9;0;0;0;1;2;2;2;2;0
TQRMNOQRTHJMKUCDEFMDB00892894;2025;4;1;1;43;N;6;262;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;3000000;9;9;9;;9;10;1000000;8;8;8;;9;9;368;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQRUHJMKUCDEFMDB00874524;2025;4;2;1;43;N;6;198;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3125000;9;9;9;;10;10;1562500;10;10;10;;10;10;298;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOSRVHJMKUCDEFMDB00872634;2025;4;1;1;43;N;6;223;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;2500000;8;9;9;;9;9;833333,33;7;8;7;;8;8;325;2;1;98;0;0;0;2;2;2;2;2;0
TQRMNOSRXHJMKUCDEFMDB00875791;2025;4;1;1;43;N;6;143;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800000;3;3;3;;3;3;400000;4;4;4;;4;4;166;2;0;98;0;0;0;2;2;2;2;2;1
TQRMNOSRYHJMKUCDEFMDB00877334;2025;4;1;1;43;N;6;154;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOTQXHJMKUCDEFMDB00874993;2025;4;1;1;43;N;6;181;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;700000;2;2;2;;2;2;350000;3;3;3;;3;3;202;97;0;98;0;0;0;2;2;2;2;2;1
TQRMNOQVXHJMLLCDEFMDB00874537;2025;4;1;1;43;N;6;279;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;2100000;8;8;8;;8;8;420000;4;4;4;;4;4;399;3;1;2;4;0;0;2;2;2;2;2;0
TQRMNOSTYHLNLLCDEFMDB00893085;2025;4;1;1;43;N;6;167;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1800000;7;7;7;;7;7;600000;6;6;6;;6;6;238;3;0;98;0;0;0;2;2;2;2;2;0
TQRMNOSUPHLNLLCDEFMDB00894715;2025;4;1;1;43;N;6;129;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;1080000;4;4;4;;4;5;540000;5;6;5;;6;6;191;1;2;98;0;0;0;2;2;2;2;2;0
TQSMNOSUPHLNLLCDEFMDB00893754;2025;4;1;1;43;N;6;256;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;2;2;1300000;5;5;5;;5;5;325000;3;3;3;;3;3;365;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNOSUQHLNLLCDEFMDB00895791;2025;4;1;1;43;N;6;187;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1300000;5;5;5;;5;6;433333,33;4;5;4;;5;4;280;1;0;2;0;0;0;2;2;2;2;2;0
TQRMNOSURHLNLLCDEFMDB00894889;2025;4;1;1;43;N;6;258;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1200000;5;5;5;;5;5;300000;2;3;2;;3;3;391;2;0;98;0;0;0;2;2;2;2;2;0
TQSMNOSURHLNLLCDEFMDB00892336;2025;4;1;1;43;N;6;115;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;480000;1;1;1;;1;1;480000;5;5;4;;5;5;120;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOSSRHLNLOCDEFMDB00896372;2025;4;1;1;43;N;6;457;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;800000;3;3;3;;3;3;400000;4;4;4;;4;4;624;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOSSSHLNLOCDEFMDB00894367;2025;4;1;1;43;N;6;562;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;2400000;8;9;8;;9;9;800000;7;8;7;;8;8;777;2;1;3;0;0;0;2;2;2;2;2;0
TQRMNOSSTHLNLOCDEFMDB00894368;2025;4;1;1;43;N;6;359;1;;2;2;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;900000;3;3;3;;3;3;900000;8;8;8;;8;8;423;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOSSVHLNLOCDEFMDB00894944;2025;4;1;1;43;N;6;359;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;305000;1;1;1;;1;1;305000;3;3;2;;3;3;403;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOTUYHLNLOCDEFMDB00894945;2025;4;1;1;43;N;6;461;1;;2;2;;5;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;635000;2;2;2;;2;2;105833,33;1;1;1;;1;1;517;2;1;98;0;0;0;1;2;2;2;2;0
TQRMNOTVPHLNLOCDEFMDB00894892;2025;4;1;1;43;N;6;462;1;;2;2;;4;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;1;5;700000;2;2;2;;2;2;116666,67;1;1;1;;1;1;608;2;1;5;0;0;0;1;2;2;2;2;0
TQRMNOTVQHLNLOCDEFMDB00892455;2025;4;1;1;43;N;6;595;1;;2;2;;4;2;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;990000;3;4;4;;4;4;330000;3;3;3;;3;3;620;2;1;98;0;0;0;1;2;2;2;2;0
TQRMNOQQUHLOKMCDEFMDB00895371;2025;4;1;1;43;N;6;282;1;;2;1;;4;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1450000;5;6;6;;6;6;362500;3;3;3;;4;3;303;1;2;98;0;0;0;1;2;2;2;2;0
TQRMNOQQWHLOKMCDEFMDB00895372;2025;4;1;1;43;N;6;209;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;3;2;0;1;2;1;2;0;1;2;1;;2;;2;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;680000;2;2;2;;2;2;170000;1;1;1;;1;1;237;1;0;2;3;4;0;2;2;2;2;2;0
TQRMNOQRTHLOKMCDEFMDB00892800;2025;4;1;1;43;N;6;132;1;;1;1;;4;1;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;2;2;2;;2;2;300000;2;3;2;;3;3;141;1;2;98;0;0;0;2;2;2;2;2;2
TQRMNOQRUHLOKMCDEFMDB00892570;2025;4;1;1;43;N;6;280;1;;2;1;;1;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;1150000;4;5;5;;5;5;287500;2;2;2;;2;2;332;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNOSTTHLOKMCDEFMDB00892818;2025;4;1;1;43;N;6;208;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;2;2;2;2;2;0
TQRMNOSTUHLOKMCDEFMDB00892801;2025;4;1;1;43;N;6;132;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3340000;9;10;10;;10;10;1670000;10;10;10;;10;10;161;2;0;98;0;0;0;2;2;2;2;2;1
TQRMNOPUUHLOKOCDEFMDB00893173;2025;4;1;1;43;N;6;213;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;1500000;6;6;6;;6;6;1500000;9;10;9;;10;10;260;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPUVHLOKOCDEFMDB00895373;2025;4;1;1;43;N;6;168;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;3;;1;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOPUWHLOKOCDEFMDB00895222;2025;4;1;1;43;N;6;128;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1200000;5;5;5;;5;5;1200000;9;9;9;;9;9;144;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNORTRHKMLPCDEGKDB00867458;2025;4;1;1;43;N;14;102;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;690000;2;2;2;;2;3;345000;3;3;3;;3;5;170;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNORTSHKMLPCDEGKDB00877061;2025;4;1;1;43;N;14;82;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;0;0;0;2;2;2;2;2;1
TQRMNORTTHKMLPCDEGKDB00867652;2025;4;1;1;43;N;14;65;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;380000;1;1;1;;1;1;190000;1;1;1;;1;2;111;1;3;98;0;0;0;2;2;2;2;2;1
TQSMNORTTHKMLPCDEGKDB00870216;2025;4;1;1;43;N;14;79;1;;1;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;350000;1;1;1;;1;1;175000;1;1;1;;1;2;74;1;0;98;0;0;0;2;2;2;2;2;1
TQRMNOQXRHKMLQCDEGKDB00888708;2025;4;2;1;43;N;14;99;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;1380000;5;6;6;;6;7;690000;7;7;6;;7;8;187;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNOQXSHKMLQCDEGKDB00889902;2025;4;1;1;43;N;14;114;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;1;900000;3;3;3;;3;5;300000;2;3;2;;3;4;109;1;0;98;0;0;0;2;2;2;2;2;0
TQRMNOQXTHKMLQCDEGKDB00873867;2025;4;1;1;43;N;14;85;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;4;1;98;0;0;0;2;2;2;2;2;1
TQRMNORQTHKMLQCDEGKDB00873069;2025;4;1;1;43;N;14;93;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1200000;5;5;5;;5;6;300000;2;3;2;;3;4;111;2;0;98;0;0;0;2;2;2;2;2;0
TQRMNORQUHKMLQCDEGKDB00868192;2025;4;1;1;43;N;14;66;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1550000;6;6;6;;6;7;775000;7;7;7;;8;8;121;2;1;98;0;0;0;2;2;2;2;2;0
TQRMNORQVHKMLQCDEGKDB00870025;2025;4;1;1;43;N;14;101;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;1;2;2;2;2;1
TQRMNORQWHKMLQCDEGKDB00868202;2025;4;1;1;43;N;14;104;1;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;400000;1;1;1;;1;1;100000;1;1;1;;1;1;131;2;0;98;0;0;0;1;2;2;2;2;0
TQRMNORQXHKMLQCDEGKDB00869678;2025;4;1;1;43;N;14;134;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;330000;1;1;1;;1;1;330000;3;3;3;;3;4;167;1;0;98;0;0;0;2;2;2;2;2;2
TQRMNORWQHKNKMCDEGKDB00889903;2025;4;1;1;43;N;14;187;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;5;1;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;4;0;0;1;2;2;2;2;0
TQRMNORWSHKNKMCDEGKDB00895196;2025;4;1;1;43;N;14;138;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;0;2;600000;2;2;2;;2;3;300000;2;3;2;;3;4;224;1;2;98;0;0;0;2;2;2;2;2;0
TQRMNORWUHKNKMCDEGKDB00870859;2025;4;1;1;43;N;14;220;1;;2;2;;5;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;0;0;0;2;2;2;2;2;0
TQRMNOUWPHKNKMCDEGKDB00871764;2025;4;1;1;43;N;14;204;1;;3;1;;5;1;1;1;;1;1;1;1;1;2;2;3;2;1;1;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;2;2;2;2;2;1
