CODUSU;NRO_HOGAR;REALIZADA;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;IDIMPH
125471;1;1;2004;4;43;S;2;579;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1050.0;06;07;07;06;;06;525.0;08;08;08;08;;07;1;0;2;0;0;0;00000
125569;1;1;2004;4;43;S;2;591;1;;3;1;;3;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;3;2080.0;09;09;09;09;;09;693.33;09;09;09;09;;08;1;0;2;0;0;0;10000
125632;1;1;2004;4;43;S;2;425;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;;2;1150.0;07;07;07;07;;06;575.0;08;09;08;08;;07;1;0;98;0;0;0;00000
126155;1;1;2004;4;43;S;2;406;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;;3;600.0;04;04;04;03;;03;200.0;04;04;03;03;;02;1;2;3;0;0;0;00000
126192;1;1;2004;4;43;S;2;203;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;8;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;;3;3000.0;10;10;10;10;;10;1000.0;10;10;10;09;;09;2;0;97;0;0;0;00000
126610;1;1;2004;4;43;S;2;460;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;;1;2000.0;09;09;09;09;;09;2000.0;10;10;10;10;;10;96;0;1;0;0;0;00000
126878;1;1;2004;4;43;S;2;818;1;;1;2;;4;2;1;1;;1;1;2;3;1;2;1;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;3;1.0;2;110.0;01;01;01;01;;01;36.67;01;01;01;01;;01;2;0;98;0;0;0;00000
127062;1;1;2004;4;43;S;2;692;1;;3;1;;4;1;1;1;;1;1;1;2;1;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;7;;7;1352.0;08;08;08;07;;07;193.14;04;04;03;03;;02;2;1;3;4;5;0;00000
127070;1;1;2004;4;43;S;2;304;1;;7;1;;4;1;1;1;;1;1;1;1;2;2;2;7;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1950.0;09;09;09;09;;08;975.0;10;10;10;09;;09;2;0;98;0;0;0;00000
127200;1;1;2004;4;43;S;2;609;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;3000.0;10;10;10;10;;10;1500.0;10;10;10;10;;10;96;0;2;0;0;0;00010
