CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125133;2006;2;5;2;1;1;5;1;1;1;1;1;1;4;3;1;1;1
125332;2006;2;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
126166;2006;2;6;2;1;1;3;1;1;1;1;1;1;5;4;1;1;1
126653;2006;2;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
127031;2006;2;2;2;2;1;2;1;1;1;1;1;1;2;1;3;1;1
127619;2006;2;1;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
128105;2006;2;2;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
128165;2006;2;4;2;1;1;4;1;1;2;1;1;2;3;2;8;1;1
128627;2006;2;5;2;1;1;4;1;1;1;1;1;1;5;1;3;1;1
128666;2006;2;6;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
128925;2006;2;4;2;1;1;4;1;1;1;1;1;1;3;2;3;2;1
128950;2006;2;1;2;1;1;5;1;1;1;1;1;1;3;1;1;1;1
129095;2006;2;2;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
129183;2006;2;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
130325;2006;2;3;2;1;1;4;1;1;1;1;1;2;2;1;4;1;1
131398;2006;2;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
131424;2006;2;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
131891;2006;2;1;2;1;1;5;1;1;1;1;1;1;2;1;4;1;1
131935;2006;2;2;2;2;1;2;1;1;1;1;1;1;3;1;1;1;1
132146;2006;2;7;2;1;2;4;2;1;1;1;1;3;2;2;2;2;1
132306;2006;2;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
132312;2006;2;4;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
132397;2006;2;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
132778;2006;2;5;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
133324;2006;2;1;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
133764;2006;2;5;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
133851;2006;2;2;2;1;1;1;1;1;1;1;1;1;7;2;1;1;2
133851;2006;2;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
133943;2006;2;2;2;2;1;2;1;1;1;1;1;1;3;2;3;1;1
134014;2006;2;5;2;1;1;3;1;1;1;1;1;2;4;2;1;1;1
134090;2006;2;3;2;1;1;3;1;1;2;1;1;2;3;1;4;2;1
134638;2006;2;2;2;1;1;4;1;1;1;1;1;1;2;1;1;1;1
135092;2006;2;3;2;1;1;4;1;1;1;1;1;1;4;2;1;2;1
135105;2006;2;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
135358;2006;2;1;2;2;1;4;1;1;1;1;1;1;1;1;4;1;1
135424;2006;2;5;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
135885;2006;2;2;2;1;1;4;1;1;2;1;1;3;3;1;4;2;1
135951;2006;2;2;2;1;1;4;1;1;1;1;1;1;6;1;1;1;1
136761;2006;2;5;2;1;1;4;1;1;1;1;1;1;3;3;1;1;1
137045;2006;2;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
137452;2006;2;3;2;2;1;3;1;1;2;1;1;9;3;2;1;1;1
137489;2006;2;2;2;1;1;1;1;1;1;1;1;1;4;2;3;1;1
137620;2006;2;4;2;1;1;4;1;1;2;1;2;2;3;2;3;1;1
137930;2006;2;2;2;1;2;4;1;3;3;1;2;2;2;1;1;2;1
137960;2006;2;6;2;1;1;2;1;1;1;1;1;1;3;2;1;1;1
138313;2006;2;5;2;1;3;1;1;1;1;1;1;1;5;4;1;1;1
138380;2006;2;2;2;2;1;4;1;1;1;1;1;1;3;1;4;1;1
138870;2006;2;1;2;1;2;4;1;1;1;1;1;2;2;1;6;2;1
139091;2006;2;2;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
140060;2006;2;6;2;1;1;3;1;1;1;1;1;1;4;3;1;1;1
141136;2006;2;1;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
141697;2006;2;2;2;1;1;4;1;1;1;1;1;1;3;1;3;1;1
141940;2006;2;2;2;1;1;4;1;1;1;1;1;2;3;3;1;1;1
142121;2006;2;3;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
142255;2006;2;3;2;1;1;4;1;1;1;1;1;1;3;2;6;1;1
142627;2006;2;2;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
142811;2006;2;1;2;2;1;9;1;1;1;1;1;1;4;1;1;1;1
142865;2006;2;6;2;1;1;4;1;1;1;1;1;1;2;2;1;2;1
142874;2006;2;2;2;2;1;1;1;1;1;1;1;1;3;2;3;1;1
143252;2006;2;4;2;1;1;3;1;1;1;1;1;1;4;2;1;1;1
143477;2006;2;2;2;1;1;4;1;1;1;1;1;1;2;2;5;1;1
143676;2006;2;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
143884;2006;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
143963;2006;2;5;2;1;1;4;1;1;1;1;1;1;6;3;1;1;1
