CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
318580;2010;4;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
313201;2010;4;2;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
315596;2010;4;4;2;1;1;4;1;1;1;1;1;1;4;3;3;1;1
315818;2010;4;2;2;1;1;2;1;1;1;1;1;1;3;2;1;1;1
313499;2010;4;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
313595;2010;4;2;2;2;1;9;1;1;1;1;1;2;2;1;2;1;1
291283;2010;4;1;2;2;1;9;1;1;1;1;1;1;2;1;1;1;1
291318;2010;4;2;2;2;2;2;1;1;1;1;1;1;3;2;1;1;1
291902;2010;4;1;2;2;1;9;1;1;1;1;1;1;3;1;1;1;1
290670;2010;4;4;2;2;1;9;1;1;1;1;1;1;4;3;1;1;1
290659;2010;4;3;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
227071;2010;4;2;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
222501;2010;4;2;2;1;1;9;1;1;1;1;1;1;2;2;1;1;1
188823;2010;4;2;2;1;1;9;1;1;1;1;1;1;4;2;1;1;1
284207;2010;4;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1
214024;2010;4;3;2;2;1;2;1;1;1;1;1;1;2;2;3;1;1
142375;2010;4;3;2;2;1;4;1;1;1;1;1;1;2;1;2;1;1
315533;2010;4;1;2;2;1;2;1;1;1;1;1;1;3;1;3;1;1
317428;2010;4;1;2;2;1;2;1;1;1;1;1;1;4;1;1;1;1
313465;2010;4;3;2;1;1;4;1;1;1;1;1;1;2;2;3;1;1
314345;2010;4;1;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
315210;2010;4;3;2;1;1;2;1;1;1;1;1;1;2;2;3;1;1
316777;2010;4;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
314602;2010;4;3;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1
314600;2010;4;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1
309016;2010;4;2;2;2;1;9;1;1;1;1;1;1;4;2;3;1;1
307028;2010;4;2;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
312267;2010;4;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
307145;2010;4;2;2;2;1;9;1;1;1;1;1;1;4;1;1;1;1
290296;2010;4;2;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
290932;2010;4;1;2;1;1;9;1;1;1;1;1;1;3;1;1;1;1
293144;2010;4;2;2;2;1;9;1;1;1;1;1;1;1;1;1;1;1
