CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125332;2006;1;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
125632;2006;1;2;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
126589;2006;1;4;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
126653;2006;1;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
126852;2006;1;3;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
127619;2006;1;1;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
127885;2006;1;5;2;1;1;3;1;1;1;1;1;1;5;3;1;1;1
128125;2006;1;1;2;1;2;5;2;2;1;1;2;3;2;1;2;2;1
128581;2006;1;4;2;1;1;1;1;1;1;1;1;3;3;2;3;1;1
128594;2006;1;2;2;1;1;3;1;1;1;1;1;1;6;2;1;1;1
128666;2006;1;6;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
128805;2006;1;3;2;2;2;4;1;1;1;1;1;1;1;1;6;2;1
128806;2006;1;5;2;1;1;3;1;1;1;1;1;1;7;4;1;1;1
128925;2006;1;4;2;1;1;4;1;1;1;1;1;1;3;2;3;2;1
128964;2006;1;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
129183;2006;1;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
129681;2006;1;1;2;1;0;4;1;1;1;1;1;1;4;1;1;1;1
130249;2006;1;1;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
130325;2006;1;3;2;1;1;4;1;1;1;1;1;2;2;1;4;1;1
130794;2006;1;1;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
131398;2006;1;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
131530;2006;1;1;2;1;1;4;1;1;1;1;1;1;5;2;1;2;1
131891;2006;1;1;2;1;1;5;1;1;1;1;1;1;2;1;4;1;1
132306;2006;1;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
132321;2006;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
132377;2006;1;5;2;1;1;5;1;1;1;1;1;2;3;1;1;1;1
132385;2006;1;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
132975;2006;1;2;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
133851;2006;1;1;2;1;1;1;1;1;1;1;1;1;7;2;1;1;2
133851;2006;1;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
133852;2006;1;4;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1
135105;2006;1;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
135951;2006;1;2;2;1;1;4;1;1;1;1;1;1;6;1;1;1;1
136038;2006;1;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
136761;2006;1;5;2;1;1;4;1;1;1;1;1;1;3;3;1;1;1
137620;2006;1;4;2;1;1;4;1;1;2;1;2;2;3;2;3;1;1
137930;2006;1;3;2;1;2;4;1;3;3;1;2;2;2;1;1;2;1
138313;2006;1;5;2;1;3;1;1;1;1;1;1;1;5;4;1;1;1
138380;2006;1;2;2;2;1;4;1;1;1;1;1;1;3;1;4;1;1
138664;2006;1;3;2;2;1;3;1;1;1;1;1;1;3;2;1;1;1
138870;2006;1;1;2;1;2;4;1;1;1;1;1;2;2;1;6;2;1
139091;2006;1;2;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
139944;2006;1;4;2;1;1;4;1;1;1;1;1;1;5;1;1;1;1
141136;2006;1;1;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
141267;2006;1;2;2;1;1;5;1;1;1;1;1;1;3;2;1;1;1
141534;2006;1;5;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
141817;2006;1;5;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
141940;2006;1;6;2;1;1;4;1;1;1;1;1;2;3;3;1;1;1
142030;2006;1;5;2;1;1;3;1;1;1;1;1;1;4;4;1;1;1
143477;2006;1;2;2;1;1;4;1;1;1;1;1;1;2;2;5;1;1
143676;2006;1;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
144805;2006;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
