"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSSRHLMMLCDEGJBF00708550";2021;2;1;1;43;"S";13;619;2;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;68000;"6";"6";"6";"6";"";"7";22666,67;"5";"6";"5";"5";"";"6";650;1;0;2;0;0;0
"TQRMNOPYRHLMKTCDEHMHF00708551";2021;2;1;1;42;"N";26;210;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;131000;"9";"9";"10";"";"9";"10";43666,67;"8";"9";"9";"";"9";"9";320;1;2;98;0;0;0
"TQRMNOSVPHLMKTCDEHMHF00708552";2021;2;1;1;42;"N";26;142;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;100000;"8";"8";"9";"";"8";"9";25000;"6";"6";"7";"";"6";"7";228;3;1;2;4;0;0
"TQRMNORPWHLOKUCDEHMHF00708553";2021;2;1;1;42;"N";26;158;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;60317;"5";"6";"6";"";"6";"6";8616,71;"2";"2";"2";"";"2";"1";301;2;3;4;5;6;0
"TQRMNORQPHLOKUCDEHMHF00708554";2021;2;1;1;42;"N";26;299;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOTQXHLOKUCDEHMHF00708555";2021;2;1;1;42;"N";26;82;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;8;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;15963;"1";"1";"1";"";"1";"1";15963;"3";"4";"4";"";"4";"4";83;1;0;98;0;0;0
"TQRMNOTRPHLOKUCDEHMHF00708556";2021;2;1;1;42;"N";26;260;1;"";1;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;1;6;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;5;0
"TQRMNOPSXHMLLLCDEHMHF00698791";2021;2;1;1;42;"N";26;149;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;150000;"9";"10";"10";"";"10";"10";37500;"8";"8";"8";"";"8";"9";175;1;2;98;0;0;0
"TQRMNOPQRHMOKQCDEHNHB00701960";2021;2;1;1;42;"S";27;329;1;"";7;2;"";7;2;1;1;"";1;1;2;1;2;2;2;7;2;2;0;2;1;2;2;0;2;0;4;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;3;0;3;86000;"7";"8";"8";"7";"";"8";28666,67;"7";"7";"7";"6";"";"8";328;2;0;98;0;0;0
"TQRMNOPQTHMOKQCDEHNHB00698994";2021;2;1;1;42;"S";27;517;1;"";2;2;"";7;2;1;1;"";1;2;2;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;8;"";1;"";3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;0;4;50000;"4";"5";"5";"4";"";"5";12500;"3";"3";"3";"3";"";"3";520;2;0;98;0;0;0
"TQRMNOPTWHLMKPCDEHNHB00708557";2021;2;1;1;42;"S";27;405;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;2;1;1;26500;"2";"2";"2";"2";"";"2";13250;"3";"3";"3";"3";"";"3";407;1;0;98;0;0;0
"TQRMNOPUPHLMKPCDEHNHB00708558";2021;2;1;1;42;"S";27;133;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;30000;"2";"2";"2";"2";"";"2";30000;"7";"7";"8";"7";"";"8";133;1;0;98;0;0;0
"TQRMNOQVXHLMKPCDEHNHB00708559";2021;2;1;1;42;"S";27;221;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;34000;"2";"3";"3";"2";"";"2";17000;"4";"4";"4";"4";"";"4";225;1;2;96;0;0;0
"TQRMNOQYWHJLKNCDEHNHB00659065";2021;2;1;1;42;"S";27;439;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;121000;"9";"9";"9";"9";"";"9";30250;"7";"7";"8";"7";"";"8";444;2;3;4;0;0;0
"TQRMNOQPUHJMKQCDEHMHF00662659";2021;2;1;1;42;"N";26;231;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;45600;"4";"4";"4";"";"4";"4";11400;"2";"3";"3";"";"2";"2";268;2;0;1;0;0;0
"TQRMNOQSTHKLKSCDEHMHF00655000";2021;2;1;1;42;"N";26;180;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;0;0
"TQSMNOPWPHJNKTCDEIMBF00663753";2021;2;1;1;43;"N";36;128;2;"";1;2;"";4;1;1;1;"";1;2;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";3;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"0";"0";"0";"";"0";"0";0;"0";"0";"0";"";"0";"0";132;2;1;98;0;0;0
"TQRMNOPWPHJNKTCDEIMBF00663721";2021;2;1;1;43;"N";36;151;2;"";1;2;"";4;1;1;1;"";1;2;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;2;2;22000;"1";"2";"2";"";"1";"2";5500;"1";"1";"1";"";"1";"1";158;1;0;98;0;0;0
"TQRMNOUPTHJMLLCDEIMBF00659310";2021;2;1;1;43;"N";36;183;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;40000;"3";"4";"4";"";"4";"4";20000;"5";"5";"5";"";"5";"5";191;1;0;98;0;0;0
"TQRMNOTURHLLKSCDEIMBF00708560";2021;2;1;1;43;"N";36;206;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;65000;"6";"6";"6";"";"6";"7";65000;"10";"10";"10";"";"10";"10";211;1;0;96;0;0;0
"TQRMNOPQVHLLKUCDEIMBF00708561";2021;2;1;1;43;"N";36;174;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;180000;"10";"10";"10";"";"10";"10";36000;"8";"8";"8";"";"8";"8";206;1;0;2;3;0;0
"TQRMNOSRWHMLLOCDEIMBF00699558";2021;2;1;1;43;"N";36;192;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;28000;"2";"2";"2";"";"2";"2";28000;"6";"7";"6";"";"7";"7";203;1;0;98;0;0;0
"TQRMNORXRHKMLMCDEIMBF00656579";2021;2;1;1;43;"N";36;103;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;8;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;50000;"4";"5";"5";"";"5";"5";50000;"9";"9";"9";"";"9";"9";107;1;0;98;0;0;0
"TQRMNOQWVHMLLPCDEIMBF00700653";2021;2;1;1;43;"N";36;120;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;342000;"10";"10";"10";"";"10";"10";171000;"10";"10";"10";"";"10";"10";136;2;0;1;96;0;0
"TQRMNORRYHLKLLCDEIMBF00708562";2021;2;1;1;43;"N";36;168;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;21000;"1";"1";"2";"";"1";"1";21000;"5";"5";"5";"";"5";"5";163;1;0;98;0;0;0
"TQRMNOPQUHMMLQCDEIMBF00701181";2021;2;1;1;43;"N";36;166;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;140000;"9";"10";"10";"";"10";"10";70000;"10";"10";"10";"";"10";"10";188;1;0;2;0;0;0
"TQRMNOTQPHJMLOCDEIMBF00663739";2021;2;1;1;43;"N";36;83;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;"5";"6";"6";"";"6";"6";60000;"9";"10";"10";"";"10";"10";85;1;0;98;0;0;0
"TQRMNOSVUHJLKNCDEHNHB00658974";2021;2;1;1;42;"S";27;281;1;"";3;1;"";1;1;1;1;"";1;1;2;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;121000;"9";"9";"9";"9";"";"9";60500;"9";"10";"10";"9";"";"10";285;1;0;2;0;0;0
"TQRMNOQUTHMNLPCDEFOCD00708563";2021;2;1;1;41;"N";8;235;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;3;0;0;0
"TQSMNOQUTHMNLPCDEFOCD00708564";2021;2;1;1;41;"N";8;229;6;"PIEZA";1;2;"";4;2;2;1;"";1;2;2;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;2;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;6;4;2;10400;"1";"1";"1";"";"1";"1";1733,33;"1";"1";"1";"";"1";"1";252;1;0;98;0;0;0
"TQRMNOSQRHJOLQCDEFOCD00660240";2021;2;1;1;41;"N";8;388;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;40000;"3";"3";"4";"";"3";"5";10000;"2";"2";"3";"";"2";"3";398;2;4;98;0;0;0
"TQRMNORVRHKKKNCDEFOCD00700032";2021;2;1;1;41;"N";8;222;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;84000;"7";"8";"8";"";"8";"9";28000;"7";"7";"8";"";"7";"9";246;1;0;98;0;0;0
"TQRMNOQSQHKLKRCDEFOCD00653115";2021;2;1;1;41;"N";8;114;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;50000;"4";"5";"5";"";"5";"6";12500;"3";"3";"3";"";"3";"4";125;2;0;1;0;0;0
"TQRMNORTVHKOKMCDEFPCH00698379";2021;2;1;1;44;"N";9;304;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;100000;"8";"8";"7";"";"8";"6";100000;"10";"10";"10";"";"10";"10";309;1;0;98;0;0;0
"TQRMNOQTTHKOKOCDEFPCH00653242";2021;2;1;1;44;"N";9;127;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;20000;"1";"1";"1";"";"1";"1";20000;"5";"5";"3";"";"5";"2";135;1;0;98;0;0;0
"TQRMNOPYVHKMKPCDEFPCH00708565";2021;2;1;1;44;"N";9;324;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;140000;"9";"10";"8";"";"10";"8";35000;"7";"8";"6";"";"8";"5";351;1;2;3;4;0;0
"TQRMNOQSYHKNKRCDEOHCH00656921";2021;2;1;1;44;"N";91;89;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;98;0;0;0
"TQRMNOSPQHKOKSCDEOHCH00656923";2021;2;1;1;44;"N";91;93;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;30000;"2";"2";"2";"";"2";"2";10000;"2";"2";"1";"";"2";"1";97;1;3;98;0;0;0
"TQRMNOQQVHLOKSCDEOHCH00708566";2021;2;1;1;44;"N";91;109;1;"";3;1;"";4;1;1;1;"";1;1;1;1;1;1;2;3;1;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;55000;"5";"5";"3";"";"5";"4";55000;"9";"9";"8";"";"9";"8";115;1;0;98;0;0;0
"TQRMNOQUUHLLKTCDEOHCH00708567";2021;2;1;1;44;"N";91;111;1;"";4;1;"";2;2;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;8;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;253000;"10";"10";"10";"";"10";"10";84333,33;"10";"10";"10";"";"10";"9";119;1;3;98;0;0;0
"TQRMNOSYQHMMLMCDEOHCH00699480";2021;2;1;1;44;"N";91;80;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;60000;"5";"6";"4";"";"6";"4";30000;"7";"7";"5";"";"7";"5";83;1;0;2;0;0;0
"TQRMNORSTHJMLQCDEIMBF00659248";2021;2;1;1;43;"N";36;100;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;23500;"2";"2";"2";"";"2";"2";23500;"6";"6";"6";"";"6";"6";103;1;0;96;0;0;0
