CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
TQRMNOQRPHMMKRCDEOJAH00712425;2022;4;1;1;44;N;93;72;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;150000;6;6;5;;7;5;75000;7;8;6;;8;7;82;1;2;98;0;0;0
TQRMNOQTYHLMKRCDEFLID00714984;2022;4;1;1;43;S;5;359;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;46000;1;1;1;1;;1;23000;2;2;2;2;;2;543;2;0;98;0;0;0
TQRMNOTRVHLOKSCDEFLID00714985;2022;4;1;1;43;S;5;329;1;;5;1;;4;1;1;1;;1;1;1;2;1;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;105000;4;4;4;4;;4;52500;6;6;5;5;;6;692;2;0;98;0;0;0
TQRMNOWSSHJOKRCDEIIAD00794459;2022;4;1;1;1;S;32;665;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;442000;10;;10;10;;9;442000;10;;10;10;;10;913;1;0;98;0;0;0
TQRMNOQPRHKOLOCDEFIAH00794460;2022;4;1;1;43;S;2;805;1;;2;1;;2;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0
TQRMNOSRQHJLTOCDEIJAH00794461;2022;4;1;1;1;S;33;1554;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;100000;4;;3;4;;4;50000;5;;5;5;;6;2341;2;0;1;0;0;0
TQRMNOPQWHMMTQCDEIJAH00713287;2022;4;1;1;1;S;33;1382;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;2;84000;3;;3;3;;3;42000;4;;4;4;;5;1535;1;0;98;0;0;0
TQRMNOQWSHMMTQCDEIJAH00794462;2022;4;1;1;1;S;33;1304;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;4;0;0
TQRMNORVPHMMTRCDEIJAH00719603;2022;4;1;1;1;S;33;1410;1;;4;1;;3;1;1;2;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;160000;6;;6;6;;7;32000;3;;3;3;;3;2825;2;0;98;0;0;0
TQRMNOSPRHJMTSCDEIJAH00794463;2022;4;1;1;1;S;33;1744;1;;3;2;;2;1;1;4;TANQUE COMUNITARIO;1;1;2;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;6;;2;;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;5;0;5;40000;1;;1;1;;1;8000;1;;1;1;;1;1413;1;0;98;0;0;0
TQRMNOPYWHJOTUCDEIJAH00794464;2022;4;1;1;1;S;33;2398;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;20000;1;;1;1;;1;20000;1;;1;1;;2;3926;1;0;98;0;0;0
TQRMNOPTVHKKSSCDEIJAH00794465;2022;4;1;1;1;S;33;159;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;1;2;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0
TQRMNOPUVHJMKRCDEFOCD00794466;2022;4;1;1;41;N;8;370;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;50000;1;1;2;;1;2;50000;5;5;7;;6;7;345;1;0;98;0;0;0
TQRMNOQSVHLMKQCDEFOCD00776859;2022;4;1;1;41;N;8;197;1;;1;2;;4;1;2;1;;1;2;2;2;2;2;2;1;1;2;0;2;2;2;0;0;0;0;8;;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;40000;1;1;1;;1;1;40000;4;4;6;;4;6;186;2;0;98;0;0;0
TQRMNORUUHMMKPCDEFLID00712404;2022;4;1;1;43;S;5;261;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0
TQRMNOPSSHMMKTCDEGKDB00712785;2022;4;1;1;43;N;14;121;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0
TQRMNOPSPHKOKTCDEGKDB00789251;2022;4;1;1;43;N;14;138;1;;1;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;2;2;2;6;0;6;49000;1;1;1;;1;2;8166,67;1;1;1;;1;1;235;2;0;98;0;0;0
TQRMNOQTUHMOLLCDEGKDB00712786;2022;4;1;1;43;N;14;123;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0
TQRMNOQTVHLMKTCDEGKDB00716286;2022;4;2;1;43;N;14;84;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;28000;1;1;1;;1;1;28000;2;3;2;;3;3;62;1;0;98;0;0;0
TQRMNOQYVHJMLLCDEGKDB00794467;2022;4;1;1;43;N;14;107;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;97;0;0;0
TQRMNOPWUHMKLMCDEGKDB00716287;2022;4;1;1;43;N;14;67;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;273000;9;9;9;;9;10;136500;9;10;10;;10;10;142;2;0;98;0;0;0
TQRMNOPYRHMLLNCDEGKDB00712698;2022;4;1;1;43;N;14;142;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0
TQRMNOPQPHLOLNCDEGKDB00716325;2022;4;1;1;43;N;14;73;1;;2;2;;4;1;1;1;;1;1;2;1;2;1;2;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;145000;6;6;6;;6;8;72500;7;7;7;;8;9;113;1;2;98;0;0;0
TQRMNOQQPHKMLMCDEGKDB00789271;2022;4;1;1;43;N;14;167;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0
TQRMNOPQPHKLKNCDEGKDB00789201;2022;4;1;1;43;N;14;142;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;117000;4;5;5;;5;6;58500;6;6;6;;7;8;261;2;0;1;0;0;0
TQRMNOPVXHKMKMCDEGKDB00789228;2022;4;1;1;43;N;14;114;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;49000;1;1;1;;1;2;24500;2;2;2;;2;3;162;2;0;98;0;0;0
TQRMNORVUHLOLPCDEHLEH00717316;2022;4;1;1;40;N;25;142;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;236000;8;9;9;;9;10;39333,33;4;4;6;;4;6;166;2;0;98;0;0;0
TQRMNORVWHKMKRCDEGLDF00789393;2022;4;1;1;41;N;15;328;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;6;;2;;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;75700;2;3;3;;3;4;37850;4;4;5;;4;6;366;1;0;98;0;0;0
TQRMNOSXQHKMKSCDEGLDF00789469;2022;4;1;1;41;N;15;208;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;100000;4;4;5;;4;5;33333,33;3;3;4;;3;4;245;1;0;2;0;0;0
TQRMNOPVYHKMLLCDEGLDF00789459;2022;4;1;1;41;N;15;136;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;86000;3;3;4;;3;4;43000;4;5;6;;5;7;147;97;0;98;0;0;0
TQRMNOSWQHKMLLCDEGLDF00789480;2022;4;1;1;41;N;15;208;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;80000;3;3;4;;3;4;80000;7;8;9;;8;9;210;1;0;98;0;0;0
TQTMNOPTSHJMKUCDEGLDF00794468;2022;4;1;1;41;N;15;139;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;121000;5;5;6;;5;6;40333,33;4;4;6;;5;6;176;2;0;98;0;0;0
TQRMNOPTWHKMLMCDEGLDF00789449;2022;4;1;1;41;N;15;142;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;170000;7;7;8;;7;8;42500;4;4;6;;5;7;138;2;3;98;0;0;0
TQRMNOPVVHJOLLCDEGLDF00794469;2022;4;1;1;41;N;15;146;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;125000;5;5;6;;6;6;41666,67;4;4;6;;5;7;154;1;0;3;0;0;0
TQRMNOQTSHMNLNCDEGLDF00794470;2022;4;1;1;41;N;15;203;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;22000;1;1;1;;1;1;11000;1;1;1;;1;1;250;1;0;98;0;0;0
TQRMNOQTTHMNLNCDEGLDF00712298;2022;4;1;1;41;N;15;131;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;190000;7;8;9;;8;9;38000;4;4;5;;4;6;166;2;0;3;0;0;0
TQRMNOTXXHKOLNCDEGLDF00789430;2022;4;1;1;41;N;15;189;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;62000;2;2;3;;2;3;31000;3;3;4;;3;3;197;1;0;98;0;0;0
TQRMNORVSHLMLPCDEGLDF00716408;2022;4;1;1;41;N;15;106;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;80000;3;3;4;;3;4;80000;8;8;9;;8;9;109;1;0;97;0;0;0
TQRMNORVUHLMLPCDEGLDF00716425;2022;4;1;1;41;N;15;106;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;42000;1;1;1;;1;1;42000;4;4;6;;5;7;114;2;0;98;0;0;0
TQRMNOPPVHMMKOCDEHLEH00712356;2022;4;1;1;40;N;25;165;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;95000;3;4;4;;4;5;23750;2;2;3;;2;2;189;2;0;3;0;0;0
TQRMNOSPVHMOKRCDEGIBJ00712604;2022;4;1;1;41;N;12;521;1;;1;2;;4;2;2;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;5;3;2;75800;2;3;3;;3;3;15160;1;1;1;;1;1;481;2;0;1;0;0;0
TQRMNOPXTHJLLMCDEGIBJ00794528;2022;4;1;1;41;N;12;265;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;92000;3;4;4;;4;4;30666,67;3;3;4;;3;4;305;1;0;98;0;0;0
TQRMNORUYHMOLLCDEGIBJ00713243;2022;4;1;1;41;N;12;282;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;96000;3;4;5;;4;4;24000;2;2;3;;2;3;319;3;2;1;0;0;0
TQRMNORPSHJMKOCDEIOAH00794529;2022;4;1;1;43;N;38;102;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0
TQRMNOSPWHLMKNCDEIOAH00720128;2022;4;1;1;43;N;38;101;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;24500;1;1;1;;1;1;12250;1;1;1;;1;1;110;2;0;1;0;0;0
TQRMNOTRWHMNKPCDEIOAH00713363;2022;4;1;1;43;N;38;88;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;100000;4;4;4;;4;4;100000;8;9;9;;9;8;116;1;0;98;0;0;0
TQRMNOQTQHLMKOCDEIOAH00720129;2022;4;1;1;43;N;38;153;1;;4;2;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;84000;3;3;3;;3;3;42000;4;4;4;;5;4;166;3;0;98;0;0;0
TQRMNOSRRHLMKOCDEIOAH00720130;2022;4;1;1;43;N;38;90;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;1;1;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;170000;7;7;7;;7;7;56666,67;6;6;6;;6;6;146;2;3;98;0;0;0
TQRMNOSWYHKOKMCDEGOIH00789641;2022;4;1;1;40;N;18;280;1;;1;1;;3;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;63500;2;2;2;;2;3;15875;1;1;1;;1;1;277;1;0;98;0;0;0
TQRMNORSVHJMKUCDEHGHJ00794530;2022;4;1;1;44;N;20;155;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;330000;10;10;9;;10;9;110000;9;9;8;;9;8;312;2;0;1;0;0;0
TQRMNOQPTHLOKQCDEGIBJ00715874;2022;4;1;1;41;N;12;548;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;210000;8;8;9;;8;9;70000;7;7;8;;7;9;581;1;2;98;0;0;0
TQRMNORRSHLLKSCDEIKAH00794531;2022;4;1;1;43;S;34;762;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0
TQRMNOPTSHKLKTCDEIKAH00792488;2022;4;1;1;43;S;34;911;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;80000;3;3;3;3;;3;80000;7;8;7;7;;8;1470;1;0;98;0;0;0
TQRMNORYYHKLKTCDEIKAH00792527;2022;4;1;1;43;S;34;664;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;90000;3;3;3;3;;3;90000;8;8;8;8;;8;1083;1;0;98;0;0;0
TQRMNOQSVHLMKNCDEOHCH00720141;2022;4;1;1;44;N;91;141;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;320000;9;10;9;;10;10;80000;8;8;6;;8;7;156;1;98;98;0;0;0
TQRMNOSUPHKLKQCDEHJGH00790307;2022;4;1;1;40;S;23;291;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;2;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;230000;8;9;9;8;;9;57500;6;6;8;6;;7;295;2;0;1;3;0;0
TQRMNOSRUHKMKRCDEHJGH00790167;2022;4;1;1;40;S;23;369;1;;3;1;;4;2;1;1;;1;2;1;2;1;1;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;106000;4;4;5;4;;4;53000;6;6;7;5;;7;376;1;0;98;0;0;0
