CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125471;2005;4;2;2;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;1;1;1
125569;2005;4;2;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
125632;2005;4;2;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
126155;2005;4;3;2;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
126214;2005;4;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1;1;1;1
126378;2005;4;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;2;1;1;2;1
126589;2005;4;4;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
126852;2005;4;3;2;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
127062;2005;4;6;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;3;1;2;1
127070;2005;4;2;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;7;1;1;1;1
127600;2005;4;3;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;2;1;1;1
127885;2005;4;5;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5;3;1;1;1
128141;2005;4;4;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
128425;2005;4;2;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;1;1;1;1
128594;2005;4;2;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;6;2;1;1;1
128806;2005;4;5;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;7;4;1;1;1
129207;2005;4;4;2;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5;2;1;1;1
129681;2005;4;1;2;1.0;0.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;4;1;1;1;1
129794;2005;4;4;2;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;2;3;2;1
130185;2005;4;5;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;4;3;1;1;1
130249;2005;4;1;2;2.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;1;1;1;1
130426;2005;4;3;2;1.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;2;1;1;2;1
130794;2005;4;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;1;1;1;1
131530;2005;4;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;5;2;1;2;1
132241;2005;4;4;2;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;3;1;1
132321;2005;4;1;2;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1;1;1;1
132377;2005;4;2;2;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;2.0;3;1;1;1;1
132634;2005;4;8;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;7;2;1
132975;2005;4;2;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;5;2;1;1;1
133080;2005;4;4;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;2;1;2;1
133852;2005;4;4;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;1;1;1
134338;2005;4;2;2;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1;3;1;1
135121;2005;4;2;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1;1;1;1
135329;2005;4;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1;1;1;1
135555;2005;4;5;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;2;1;1
135731;2005;4;6;2;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;4;2;1;1;1
