CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125160;2003;3;2;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
125217;2003;3;3;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
125553;2003;3;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
125710;2003;3;4;2;1;1;4;1;1;1;1;1;2;3;2;1;1;1
125895;2003;3;1;2;1;1;4;1;1;1;1;1;2;2;1;1;2;1
126080;2003;3;1;2;1;1;4;1;1;1;1;1;1;4;1;6;1;1
126484;2003;3;5;2;1;1;5;1;1;1;1;1;2;4;2;6;1;1
126829;2003;3;3;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
126878;2003;3;2;2;1;2;4;2;1;1;1;2;3;1;1;2;2;1
127039;2003;3;1;2;1;1;1;1;1;1;1;1;1;3;1;3;1;1
128062;2003;3;2;2;1;1;2;1;1;1;1;1;1;3;1;1;1;1
128115;2003;3;3;2;1;2;4;1;1;1;1;1;1;4;2;1;2;1
128138;2003;3;3;2;1;3;3;1;1;2;1;1;2;3;2;1;1;1
128276;2003;3;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1
128556;2003;3;1;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1
129090;2003;3;2;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
129213;2003;3;5;2;1;1;2;1;1;1;1;1;2;3;2;1;1;1
129481;2003;3;3;2;2;1;3;1;1;1;1;1;1;3;2;3;1;1
129863;2003;3;1;2;4;1;4;1;1;1;1;1;1;1;1;3;1;2
129863;2003;3;1;2;4;1;4;1;1;1;1;1;1;1;1;3;1;2
130430;2003;3;5;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
130637;2003;3;2;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
130780;2003;3;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
130858;2003;3;3;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
131426;2003;3;1;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1
132192;2003;3;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
133012;2003;3;2;2;2;1;1;1;1;1;1;1;1;3;2;3;1;1
133847;2003;3;2;2;2;1;4;1;1;1;1;1;1;4;1;4;1;1
134176;2003;3;3;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1
134915;2003;3;1;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
134932;2003;3;3;2;1;2;4;2;1;1;1;1;1;2;1;2;1;1
135711;2003;3;2;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
136380;2003;3;4;2;1;1;3;1;1;1;1;1;1;3;3;1;1;1
136524;2003;3;2;2;1;1;1;1;1;1;1;1;1;5;2;6;1;1
136702;2003;3;5;2;1;1;4;1;1;1;1;1;1;3;3;1;1;1
137161;2003;3;5;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
137482;2003;3;1;2;1;1;5;1;1;1;1;1;1;2;1;1;1;1
138147;2003;3;5;2;1;1;2;1;1;1;1;1;1;3;2;3;1;1
138149;2003;3;1;2;1;1;2;1;1;1;1;1;1;3;1;1;1;1
138610;2003;3;3;2;2;1;3;1;1;1;1;1;1;1;1;3;1;1
138809;2003;3;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
139134;2003;3;3;2;1;1;2;1;1;1;1;1;1;3;2;1;1;1
139467;2003;3;3;2;1;1;4;2;1;1;1;1;1;2;2;1;1;1
139853;2003;3;3;2;1;1;4;1;1;1;1;1;1;4;2;3;1;1
140784;2003;3;5;2;1;1;4;1;1;1;1;1;1;3;3;1;2;1
140927;2003;3;4;2;1;1;3;1;1;1;1;1;1;4;3;1;1;1
143369;2003;3;1;2;1;1;4;1;1;1;1;1;1;3;1;6;1;1
143490;2003;3;6;2;1;1;4;1;1;1;1;1;1;3;3;1;1;1
143702;2003;3;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
143788;2003;3;3;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
143796;2003;3;5;2;1;1;5;1;1;1;1;1;1;4;3;3;1;1
144059;2003;3;2;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1
144299;2003;3;4;2;1;2;4;1;1;1;1;1;2;1;1;1;2;1
144430;2003;3;1;2;1;1;4;1;1;1;1;1;1;2;1;1;1;1
144633;2003;3;3;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1
145078;2003;3;4;2;1;2;4;2;2;1;1;2;2;3;3;1;2;1
145078;2003;3;1;2;1;2;4;2;2;1;1;2;2;1;1;9;2;2
145991;2003;3;2;2;1;1;4;1;1;1;1;1;3;2;1;1;1;1
145991;2003;3;3;2;1;1;4;1;1;1;1;1;3;1;1;6;1;1
146021;2003;3;2;2;2;1;1;1;1;1;1;1;1;2;1;2;1;1
146073;2003;3;1;2;2;1;9;1;1;1;1;1;1;1;1;1;1;1
146136;2003;3;4;2;1;1;4;1;1;2;1;1;3;2;1;1;1;1
146414;2003;3;6;2;1;2;4;1;1;1;1;2;2;3;2;1;2;1
146458;2003;3;3;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
146476;2003;3;4;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
146559;2003;3;2;2;1;2;4;2;1;2;1;1;2;4;1;1;2;1
146928;2003;3;3;2;1;1;2;1;1;1;1;1;1;4;2;3;1;1
147481;2003;3;1;2;1;1;2;1;1;1;1;1;1;2;1;3;1;1
147487;2003;3;3;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1
147675;2003;3;4;2;2;1;4;1;2;1;2;0;0;2;1;3;2;4
147956;2003;3;1;2;1;1;4;1;1;1;1;1;2;3;1;6;2;1
148090;2003;3;3;2;1;1;4;1;1;1;1;1;2;3;2;1;1;1
148284;2003;3;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
