CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125082;2005;2;3;2;1;1;3;1;1;1;1;1;1;4;2;3;1;1
125283;2005;2;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
126653;2005;2;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
127148;2005;2;2;2;1;1;5;1;1;1;1;1;2;3;2;1;2;1
127986;2005;2;4;2;1;1;4;1;1;1;1;1;2;6;2;1;1;1
128165;2005;2;4;2;1;1;4;1;1;2;1;1;2;3;2;8;1;1
128348;2005;2;3;2;1;1;2;1;1;1;1;1;1;3;1;1;1;1
128627;2005;2;4;2;1;1;4;1;1;1;1;1;1;5;1;3;1;1
128666;2005;2;5;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
128925;2005;2;3;2;1;1;4;1;1;1;1;1;1;4;2;3;2;1
128950;2005;2;1;2;1;1;5;1;1;1;1;1;1;3;1;1;1;1
129095;2005;2;2;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
129183;2005;2;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
129184;2005;2;4;2;1;1;3;1;1;1;1;1;1;4;3;1;1;1
129503;2005;2;5;2;1;1;3;1;1;1;1;1;2;5;3;1;1;1
129747;2005;2;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
130103;2005;2;2;2;1;1;4;1;1;1;1;1;1;3;2;3;1;1
130203;2005;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1
130325;2005;2;3;2;1;1;4;1;1;1;1;1;2;2;1;4;1;1
130481;2005;2;3;2;1;1;5;1;1;1;1;1;1;3;2;3;1;1
130882;2005;2;1;2;1;1;3;1;1;1;1;1;1;5;2;1;1;1
131398;2005;2;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
131700;2005;2;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
