CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
362482;2012;4;3;2;1;1;4;1;1;1;1;1;1;2;2;3;1;1
364299;2012;4;1;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
365358;2012;4;3;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
363429;2012;4;2;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
363759;2012;4;3;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
361943;2012;4;1;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
362263;2012;4;1;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1
338158;2012;4;3;2;2;1;2;1;1;1;1;1;1;4;3;1;1;1
339969;2012;4;1;2;2;1;2;1;1;1;1;1;1;3;1;1;1;1
341022;2012;4;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1
339430;2012;4;3;2;2;1;1;1;1;1;1;1;1;3;2;1;1;1
337624;2012;4;2;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1
333183;2012;4;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
331333;2012;4;1;2;4;1;1;1;1;1;1;1;1;1;1;3;1;2
336513;2012;4;1;2;2;1;4;1;1;1;1;1;1;4;1;1;1;1
333261;2012;4;2;2;2;1;4;1;1;1;1;1;1;5;1;1;1;1
335500;2012;4;2;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
332087;2012;4;1;2;1;1;9;1;1;1;1;1;1;1;1;3;1;1
335046;2012;4;2;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
362493;2012;4;3;2;2;1;2;1;1;1;1;1;1;3;2;6;1;1
365406;2012;4;2;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
366028;2012;4;2;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
363243;2012;4;3;2;1;1;2;1;1;1;1;1;1;4;2;1;1;1
366079;2012;4;3;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
361854;2012;4;2;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
338169;2012;4;3;2;1;1;1;1;1;1;1;1;1;4;3;1;1;1
338254;2012;4;1;2;2;1;9;1;1;1;1;1;1;2;1;1;1;1
342952;2012;4;3;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
335449;2012;4;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1
331997;2012;4;3;2;2;1;2;1;1;1;1;1;1;4;2;1;1;1
332108;2012;4;1;2;2;1;2;1;1;1;1;1;1;4;1;1;1;1
335338;2012;4;1;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
334279;2012;4;1;2;2;1;4;1;1;1;1;1;1;1;1;1;1;1
332453;2012;4;2;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
335801;2012;4;2;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
359312;2012;4;1;2;2;1;2;1;1;1;1;1;1;4;1;3;1;1
337919;2012;4;1;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1
341784;2012;4;1;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
338693;2012;4;1;2;2;1;4;1;1;1;1;1;1;1;1;3;1;1
338660;2012;4;3;2;1;1;1;1;1;1;1;1;1;3;1;3;1;1
338776;2012;4;1;2;1;1;1;1;1;1;1;1;1;1;1;3;1;1
331650;2012;4;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
331411;2012;4;6;2;1;1;4;1;1;1;1;1;1;5;4;1;1;1
336647;2012;4;1;2;2;1;1;1;1;1;1;1;1;3;2;1;1;1
334007;2012;4;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
335467;2012;4;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
335991;2012;4;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1
334558;2012;4;3;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
366124;2012;4;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
367461;2012;4;3;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1
367461;2012;4;1;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
363102;2012;4;1;2;2;1;1;1;1;1;1;1;1;3;1;3;1;1
366157;2012;4;2;2;1;1;1;1;1;1;1;1;1;2;2;3;1;1
356172;2012;4;1;2;2;1;2;1;1;1;1;1;1;2;1;3;1;1
