CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125113;2008;2;5;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
125311;2008;2;6;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
125631;2008;2;2;2;1;1;2;1;1;1;1;1;1;4;3;1;1;1
125798;2008;2;1;2;2;1;4;1;1;1;1;1;1;2;1;1;1;1
125880;2008;2;2;2;1;1;4;1;1;1;1;1;1;3;1;3;1;1
126697;2008;2;9;2;1;1;4;1;1;1;1;1;1;4;3;1;2;1
126747;2008;2;2;2;2;1;4;1;1;1;1;1;1;4;2;3;2;1
126973;2008;2;3;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
127209;2008;2;3;2;1;1;4;1;1;1;1;1;1;2;2;3;1;1
127411;2008;2;3;2;1;2;4;2;1;1;1;2;3;3;3;1;2;1
127693;2008;2;9;2;1;2;5;1;1;1;1;1;1;4;4;1;2;1
128721;2008;2;3;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1
129149;2008;2;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
129151;2008;2;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
129161;2008;2;6;2;1;1;4;1;1;1;1;1;1;4;3;9;1;1
129367;2008;2;1;2;1;1;4;1;1;1;1;1;1;5;1;1;1;1
129625;2008;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1
129723;2008;2;4;2;1;1;5;1;1;1;1;1;1;3;2;1;1;1
129745;2008;2;1;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
130094;2008;2;2;2;2;1;2;2;1;1;1;1;1;1;1;3;1;1
130132;2008;2;3;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
130378;2008;2;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
130588;2008;2;6;2;1;1;4;1;1;1;1;1;1;5;4;6;1;1
130656;2008;2;5;2;1;2;4;2;1;1;1;1;2;4;3;1;2;1
130764;2008;2;2;2;1;1;4;1;1;1;1;1;1;2;2;6;1;1
130801;2008;2;1;2;2;1;2;1;1;1;1;1;1;4;1;1;1;1
130801;2008;2;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0
130892;2008;2;3;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
