CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125175;2006;4;1;2;1;1;2;1;1;1;1;1;1;5;1;1;1;1
126214;2006;4;2;2;1;1;4;1;1;1;1;1;1;2;1;1;1;1
126589;2006;4;4;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
126804;2006;4;2;2;2;1;4;1;1;1;1;1;1;3;2;1;1;1
127347;2006;4;5;2;1;1;1;1;1;2;1;1;1;3;3;1;1;1
127783;2006;4;4;2;1;1;3;1;1;1;1;1;1;6;3;1;1;1
128141;2006;4;4;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
128581;2006;4;4;2;1;1;1;1;1;1;1;1;3;3;2;3;1;1
128805;2006;4;3;2;2;2;4;1;1;1;1;1;1;1;1;6;2;1
128806;2006;4;5;2;1;1;3;1;1;1;1;1;1;7;4;1;1;1
128933;2006;4;1;2;1;1;4;1;1;1;1;1;3;3;1;6;2;1
129007;2006;4;1;2;1;1;4;1;1;2;1;2;2;3;1;1;2;1
129207;2006;4;4;2;2;1;1;1;1;1;1;1;1;5;2;1;1;1
129558;2006;4;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
130249;2006;4;2;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
131239;2006;4;4;2;1;1;4;1;1;1;1;1;2;3;1;1;2;1
131530;2006;4;1;2;1;1;4;1;1;1;1;1;1;5;2;1;2;1
131973;2006;4;4;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
132046;2006;4;1;2;1;1;5;1;1;1;1;1;1;4;1;3;1;1
132176;2006;4;4;2;2;1;1;1;1;1;1;1;1;3;2;2;1;1
132503;2006;4;4;2;1;1;1;1;1;1;1;1;1;3;2;8;2;1
132959;2006;4;2;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
132975;2006;4;2;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
133080;2006;4;4;2;1;1;4;1;1;1;1;1;2;3;2;1;2;1
133226;2006;4;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
133499;2006;4;5;2;1;1;2;1;1;1;1;1;1;2;1;3;1;1
134338;2006;4;2;2;2;1;2;1;1;1;1;1;1;2;1;3;1;1
134908;2006;4;1;2;1;1;4;1;1;1;1;1;1;3;2;9;1;1
134993;2006;4;2;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1
135121;2006;4;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
135169;2006;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
135543;2006;4;2;2;2;1;2;1;1;1;1;1;1;2;1;3;1;1
135799;2006;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
135821;2006;4;7;2;1;1;3;1;1;1;1;1;2;4;4;1;1;1
136568;2006;4;2;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1
137444;2006;4;3;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
137477;2006;4;1;2;1;1;4;1;1;1;1;1;1;1;1;3;1;1
137535;2006;4;3;2;1;1;5;1;1;1;1;1;1;3;1;3;1;1
138490;2006;4;7;2;1;1;4;1;1;2;1;1;2;5;3;1;2;1
138759;2006;4;3;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1
138974;2006;4;1;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
139331;2006;4;1;2;1;1;4;1;1;1;1;1;2;3;1;1;1;1
139563;2006;4;5;2;1;1;1;1;1;1;1;1;1;4;3;1;1;1
140916;2006;4;2;2;1;1;4;1;1;1;1;1;1;3;2;3;1;1
140955;2006;4;1;2;1;2;4;1;1;1;1;2;3;2;1;1;2;1
141267;2006;4;2;2;1;1;5;1;1;1;1;1;1;3;2;1;1;1
141446;2006;4;3;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
141817;2006;4;5;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
141907;2006;4;6;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
141912;2006;4;3;2;1;1;1;1;1;1;1;1;1;6;2;1;1;1
142030;2006;4;5;2;1;1;3;1;1;1;1;1;1;4;4;1;1;1
142091;2006;4;6;2;1;1;4;1;1;1;1;1;1;5;3;8;2;1
142146;2006;4;4;2;1;1;4;1;1;1;1;1;1;5;4;1;1;1
142734;2006;4;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
142765;2006;4;4;2;1;1;4;1;0;2;1;2;3;1;1;1;2;1
142813;2006;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
142885;2006;4;2;2;1;1;4;1;1;1;1;1;1;3;1;6;1;1
143043;2006;4;2;2;1;1;3;1;1;2;1;1;2;3;1;1;1;1
143633;2006;4;4;2;1;2;4;1;1;1;1;1;2;2;2;1;1;1
143835;2006;4;5;2;1;1;3;1;1;1;1;1;1;5;4;1;1;1
