CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125569;2004;3;3;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
125616;2004;3;1;2;1.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;3.0;2;1;2;2;1
125710;2004;3;4;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;2;1;1;1
126080;2004;3;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;4;1;6;1;1
126155;2004;3;3;2;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
126378;2004;3;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;2;1;1;2;1
126829;2004;3;3;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;5;2;1;1;1
126878;2004;3;3;2;1.0;2.0;4.0;2.0;1.0;1.0;1.0;2.0;3.0;1;1;2;2;1
127062;2004;3;6;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;3;1;2;1
127600;2004;3;3;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;2;1;1;1
128062;2004;3;2;2;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3;1;1;1;1
128115;2004;3;3;2;1.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;1;2;1
128138;2004;3;3;2;1.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;2.0;3;2;1;1;1
129343;2004;3;2;2;2.0;1.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;3;1;1
129494;2004;3;1;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;1;1;1;1
129747;2004;3;2;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
130172;2004;3;6;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;3;3;1;1;1
130185;2004;3;5;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;4;3;1;1;1
130203;2004;3;2;2;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1;3;1;1
130426;2004;3;2;2;1.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;2;1;1;2;1
130430;2004;3;5;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;2;2;1;2;1
130481;2004;3;3;2;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;3;1;1
130637;2004;3;2;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3;2;1;1;1
130786;2004;3;3;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;3;1;1
130858;2004;3;3;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;1;1;1
130882;2004;3;1;2;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5;2;1;1;1
131882;2004;3;5;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;4;4;1;2;1
132241;2004;3;3;2;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;3;1;1
132634;2004;3;9;2;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;3;3;7;2;1
