CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
198614;2010;1;2;2;1;1;1;1;1;1;1;1;1;3;2;3;1;1
134578;2010;1;2;2;1;1;1;1;1;1;1;1;1;4;2;3;1;1
149133;2010;1;3;2;1;1;1;1;1;1;1;1;1;8;3;1;1;1
246028;2010;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1
208785;2010;1;3;2;2;1;2;1;1;1;1;1;1;3;1;1;1;1
235154;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;3;1;1
230264;2010;1;1;2;2;2;2;1;1;1;1;1;1;3;1;1;1;1
179114;2010;1;1;2;4;1;4;1;1;1;1;1;1;1;1;3;1;1
291283;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;1;1;1
291318;2010;1;2;2;2;2;2;1;1;1;1;1;1;3;2;1;1;1
291902;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;1;1;1
290670;2010;1;4;2;2;1;9;1;1;1;1;1;1;4;3;1;1;1
290659;2010;1;3;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
292486;2010;1;2;2;2;1;2;1;1;1;1;1;1;2;2;3;1;1
212444;2010;1;2;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
238641;2010;1;2;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
275557;2010;1;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
125119;2010;1;2;2;2;1;4;1;1;1;1;1;1;2;1;1;1;1
185907;2010;1;1;2;2;1;1;1;1;1;1;1;1;4;1;1;1;1
254052;2010;1;1;2;2;1;1;1;1;1;1;1;1;3;1;1;1;1
241891;2010;1;3;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
240417;2010;1;2;2;1;1;1;1;1;1;1;1;1;3;2;3;1;1
139524;2010;1;1;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
246059;2010;1;3;2;1;1;1;1;1;1;1;1;1;4;3;3;1;1
218016;2010;1;4;2;1;1;3;1;1;1;1;1;1;5;2;1;1;1
238466;2010;1;1;2;2;1;4;1;1;1;1;1;1;2;1;1;1;1
261387;2010;1;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
298716;2010;1;1;2;2;1;1;1;1;1;1;1;1;3;1;1;1;1
299302;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;1;1;1
288768;2010;1;3;2;2;1;9;1;1;1;1;1;1;4;2;1;1;1
292097;2010;1;2;2;2;1;2;1;1;1;1;1;1;2;2;3;1;1
290932;2010;1;1;2;1;1;9;1;1;1;1;1;1;3;1;1;1;1
293144;2010;1;2;2;2;1;9;1;1;1;1;1;1;1;1;1;1;1
225105;2010;1;2;2;2;1;9;1;1;1;1;1;1;3;2;1;1;1
285660;2010;1;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
300557;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;2;1;1
291160;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;1;1;1
290167;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;1;1;1
181654;2010;1;3;2;2;1;9;1;1;1;1;1;1;4;2;1;1;1
140849;2010;1;3;2;2;1;1;1;1;1;1;1;1;5;2;3;1;1
184485;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;2;1;1
192655;2010;1;1;2;1;1;3;1;1;1;1;1;1;6;1;1;1;1
195215;2010;1;2;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
246460;2010;1;1;2;2;1;2;1;1;1;1;1;1;3;1;1;1;1
173466;2010;1;2;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
137604;2010;1;2;2;2;1;4;1;1;1;1;1;1;2;1;1;1;1
268489;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;1;1;1
189686;2010;1;2;2;1;1;9;2;1;1;1;1;1;3;1;3;1;1
135255;2010;1;3;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
261080;2010;1;1;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
185648;2010;1;4;2;1;1;3;1;1;1;1;1;1;7;3;1;1;1
300416;2010;1;1;2;2;1;2;1;1;1;1;1;1;5;1;1;1;1
295896;2010;1;1;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
300448;2010;1;3;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
298357;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;3;1;1
299499;2010;1;2;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
298768;2010;1;2;2;2;1;9;1;1;1;1;1;1;3;2;3;1;1
296119;2010;1;1;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
290657;2010;1;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
290954;2010;1;4;2;1;1;2;1;1;1;1;1;1;5;4;3;1;1
288685;2010;1;2;2;2;1;2;1;1;1;1;1;1;1;1;3;1;1
222019;2010;1;1;2;2;1;9;1;1;1;1;1;1;3;1;1;1;1
155310;2010;1;2;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1
188601;2010;1;2;2;2;1;2;1;1;1;1;1;1;3;2;3;1;1
204245;2010;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
