CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125095;2008;4;2;2;2;1;1;1;1;1;1;1;1;3;2;3;1;1
126127;2008;4;4;2;1;1;1;1;1;1;1;1;1;2;2;6;1;1
126487;2008;4;3;2;2;1;9;2;1;1;1;1;1;3;2;3;1;1
126740;2008;4;3;2;2;1;4;1;1;1;1;1;1;2;2;6;1;1
126853;2008;4;2;2;1;2;4;1;1;1;1;2;3;2;1;8;2;1
128267;2008;4;6;2;1;1;4;1;1;1;1;1;2;4;4;1;2;1
128287;2008;4;2;2;1;1;4;1;1;1;1;1;1;5;2;8;1;1
128312;2008;4;2;2;1;1;2;1;1;1;1;1;1;4;1;3;1;1
128457;2008;4;5;2;1;2;4;2;2;1;1;2;3;1;1;1;2;1
128808;2008;4;4;2;2;1;4;1;1;1;1;1;1;4;2;1;1;1
128990;2008;4;1;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
129155;2008;4;3;2;1;1;4;1;1;1;1;1;1;2;2;1;1;1
129508;2008;4;3;2;1;1;2;1;1;1;1;1;1;4;2;1;2;1
130035;2008;4;2;2;2;1;2;1;1;1;1;1;1;3;2;1;1;1
130058;2008;4;6;2;1;1;4;1;1;1;1;1;2;4;3;1;1;1
130340;2008;4;3;2;1;1;4;1;1;1;1;1;3;2;1;1;1;1
130413;2008;4;3;2;1;1;2;1;1;1;1;1;2;3;3;1;2;1
130577;2008;4;4;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
130781;2008;4;8;2;1;1;4;2;1;1;1;1;3;3;2;1;2;1
130804;2008;4;4;2;1;1;4;1;1;1;1;1;3;4;2;1;1;1
131251;2008;4;3;2;1;1;4;1;1;1;1;1;1;3;2;6;1;1
132076;2008;4;6;2;1;2;2;1;1;1;1;2;3;2;2;1;2;1
132378;2008;4;3;2;1;1;4;1;1;1;1;1;1;3;2;1;2;1
132468;2008;4;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
132938;2008;4;15;2;1;2;2;1;1;1;1;1;2;2;2;1;2;1
133132;2008;4;9;2;1;2;4;2;1;1;1;2;3;2;2;2;2;1
133810;2008;4;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
133835;2008;4;5;2;1;1;3;1;1;1;1;1;1;7;3;1;1;1
133866;2008;4;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
134418;2008;4;3;2;1;1;4;1;1;1;1;1;1;2;2;6;1;1
134432;2008;4;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;1
134549;2008;4;1;2;1;1;5;1;1;1;1;1;1;4;3;1;1;1
134578;2008;4;2;2;1;1;1;1;1;1;1;1;1;4;2;3;1;1
134661;2008;4;3;2;1;1;4;1;1;1;1;1;2;3;2;1;2;1
134693;2008;4;5;2;1;1;4;1;1;1;1;1;1;3;2;9;1;1
134781;2008;4;1;2;1;1;3;1;1;2;1;1;3;4;2;1;1;1
135258;2008;4;3;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
135610;2008;4;5;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
135744;2008;4;1;2;1;2;4;1;1;1;1;1;3;1;1;2;1;1
136521;2008;4;1;2;1;1;2;1;1;1;1;1;1;3;1;3;1;1
137307;2008;4;3;2;1;1;4;1;1;1;1;1;1;4;2;1;2;1
137446;2008;4;4;2;1;2;1;1;1;2;1;1;3;5;3;1;2;1
137611;2008;4;1;2;2;1;9;1;1;1;1;1;1;3;1;2;1;1
138284;2008;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
138307;2008;4;1;2;2;1;1;1;1;1;1;1;1;3;1;3;1;1
138523;2008;4;4;2;1;1;4;1;1;1;1;1;1;4;2;2;1;1
138601;2008;4;3;2;1;2;4;1;1;1;1;1;1;3;2;1;1;1
138818;2008;4;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
138976;2008;4;4;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
139524;2008;4;1;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
139673;2008;4;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
139686;2008;4;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
139850;2008;4;6;2;1;1;1;1;1;1;1;1;3;3;2;1;1;1
139988;2008;4;1;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
140850;2008;4;6;2;1;1;1;1;1;2;1;1;2;3;3;1;2;1
141093;2008;4;1;2;1;1;1;1;1;1;1;1;2;4;2;1;1;1
141129;2008;4;6;2;1;1;4;1;1;1;1;1;1;6;4;1;1;1
141214;2008;4;4;2;1;1;4;1;1;1;1;1;2;3;3;1;1;1
141290;2008;4;1;2;4;1;4;1;2;1;1;1;1;1;1;3;1;2
141960;2008;4;5;2;1;2;4;2;1;1;1;1;1;2;2;1;2;3
142163;2008;4;3;2;1;1;2;1;1;1;1;1;1;4;2;1;1;1
142780;2008;4;3;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
142895;2008;4;2;2;1;1;4;1;1;1;1;1;1;2;2;3;1;1
143196;2008;4;7;2;1;2;4;1;1;1;1;2;2;4;3;1;2;1
143238;2008;4;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
143550;2008;4;8;2;1;2;4;2;1;1;1;1;1;1;1;6;2;1
143561;2008;4;3;2;2;1;3;1;1;1;1;1;1;3;2;3;1;1
143599;2008;4;1;2;1;1;5;1;1;1;1;1;1;3;1;1;1;1
143688;2008;4;4;2;1;1;3;2;1;1;1;1;2;1;1;1;2;1
144332;2008;4;8;2;1;1;4;1;1;1;1;1;1;4;3;1;1;1
144341;2008;4;4;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
144422;2008;4;6;2;1;1;4;1;1;1;1;1;2;2;2;3;1;1
144550;2008;4;4;2;1;1;1;2;1;2;1;1;3;2;2;1;2;1
144646;2008;4;1;2;2;1;1;1;1;1;1;1;1;2;1;3;1;1
145989;2008;4;2;2;1;1;1;1;1;1;1;1;1;4;2;6;1;1
146017;2008;4;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1
146291;2008;4;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
146594;2008;4;2;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
146595;2008;4;3;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
146711;2008;4;4;2;1;1;1;1;1;1;1;1;1;3;3;7;1;1
146826;2008;4;4;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
