"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOQUPHMKKUCDEOJAH00701956";2021;1;1;1;44;"N";93;77;1;NA;6;1;NA;2;1;1;1;NA;1;1;1;1;2;2;2;99;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;NA;12;12;0;12;12;12;NA;12;12;0;96;0;98;0;0;0
"TQRMNOPWXHMOKRCDEGLDF00701361";2021;1;1;1;41;"N";15;140;1;NA;99;1;NA;4;1;1;1;NA;1;1;1;1;2;2;2;99;5;1;1;1;2;2;2;0;2;0;1;NA;2;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;140000;9;10;10;NA;10;10;23333.33;6;6;7;NA;6;8;191;2;0;3;5;6;0
"TQRMNOSUXHMMLPCDEGPDJ00701412";2021;1;1;1;40;"N";19;177;1;NA;99;1;NA;2;1;1;1;NA;1;1;1;1;1;1;2;99;7;2;0;1;1;1;2;0;2;0;1;NA;1;NA;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;0;6;178000;10;10;10;NA;10;10;29666.67;7;7;8;NA;7;8;177;3;0;4;6;0;0
"TQRMNORRQHKMKPCDEFOCD00653036";2021;1;1;1;41;"N";8;136;1;NA;3;2;NA;4;1;1;1;NA;1;1;1;2;1;2;2;99;2;1;1;2;2;2;0;0;0;0;1;NA;2;NA;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;2;3;40000;3;4;5;NA;4;5;8000;2;2;2;NA;2;3;132;2;0;3;0;0;0
"TQRMNOPYYHMKKRCDEHIBB00699594";2021;1;1;1;40;"N";22;175;1;NA;99;1;NA;1;1;1;1;NA;1;1;1;1;2;2;2;99;3;2;0;1;1;1;2;0;2;0;1;NA;1;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;89000;8;8;8;NA;8;8;29666.67;7;7;8;NA;7;8;205;1;2;3;0;0;0
"TQRMNOQTPHJMLPCDEFIAH00701758";2021;1;1;1;43;"S";2;660;1;NA;4;1;NA;2;1;1;1;NA;1;1;1;1;2;2;2;99;1;2;0;1;2;2;2;0;2;0;2;NA;1;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;180000;10;10;10;10;NA;10;90000;10;10;10;10;NA;10;2869;1;2;98;0;0;0
"TQRMNOQRUHKKKNCDEGGFB00653353";2021;1;1;1;42;"S";10;112;1;NA;99;1;NA;1;1;1;1;NA;1;1;1;1;2;2;2;99;2;2;0;1;1;1;2;0;2;0;1;NA;1;NA;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;175000;10;10;10;10;NA;10;58333.33;9;9;10;9;NA;9;136;2;0;3;0;0;0
"TQRMNOPSSHLOKSCDEGPDJ00649031";2021;1;1;1;40;"N";19;253;1;NA;99;1;NA;2;1;1;1;NA;1;1;1;1;1;2;2;99;5;1;2;1;2;1;2;0;2;0;1;NA;2;NA;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;7;1;6;72000;7;7;7;NA;7;8;10285.71;2;2;3;NA;2;3;253;1;3;98;0;0;0
"TQRMNOSTYHLMLQCDEHJGH00649414";2021;1;1;1;40;"S";23;337;1;NA;99;1;NA;4;1;1;1;NA;1;1;1;1;2;2;2;99;5;2;0;1;1;2;2;0;2;0;1;NA;1;NA;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;9;4;5;132400;9;9;10;9;NA;9;14711.11;3;4;5;3;NA;5;379;3;4;98;0;0;0
"TQRMNORTSHJLKMCDEIKAH00694185";2021;1;1;1;43;"S";34;1084;1;NA;9;1;NA;4;1;1;1;NA;1;1;1;1;2;2;2;9;5;1;1;1;1;1;2;0;2;0;1;NA;1;NA;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;4e+05;10;10;10;10;NA;10;80000;10;10;10;10;NA;10;2779;1;2;97;0;0;0
"TQRMNOQYSHJMLNCDEHGHJ00681003";2021;1;1;1;44;"N";20;140;1;NA;9;1;NA;4;1;1;1;NA;1;1;1;1;2;2;2;9;1;2;0;1;1;1;2;0;2;0;1;NA;1;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;120000;9;9;8;NA;9;8;60000;9;10;9;NA;10;8;163;1;2;98;0;0;0
