CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
"TQRMNOPTWHJMLQCDEFJAH00659526";2020;3;1;1;43;"N";3;441;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;70000;"07";"08";"08";;;"07";35000;"08";"09";"08";;;"08";1088;2;0;1;0;0;0
"TQRMNOPUPHJMLQCDEFJAH00659527";2020;3;1;1;43;"N";3;441;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;82500;"08";"08";"08";;;"08";27500;"07";"08";"07";;;"07";839;1;2;3;0;0;0
"TQRMNORQXHJMLQCDEFJAH00659528";2020;3;1;1;43;"N";3;441;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;1;3;0;0
"TQRMNOPTWHLNLSCDEFJAH00634979";2020;3;1;1;43;"N";3;116;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;35000;"04";"04";"04";;;"03";35000;"08";"09";"08";;;"08";244;1;0;98;0;0;0
"TQRMNOPTYHLNLSCDEFJAH00635046";2020;3;1;1;43;"N";3;182;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;24000;"02";"02";"02";;;"02";24000;"07";"07";"07";;;"06";335;1;0;98;0;0;0
"TQRMNOPUQHLNLSCDEFJAH00635077";2020;3;1;1;43;"N";3;116;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;70000;"07";"08";"08";;;"06";35000;"08";"09";"08";;;"08";307;1;2;98;0;0;0
"TQRMNORRXHLNLSCDEFJAH00634992";2020;3;1;1;43;"N";3;182;1;;1;1;;1;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;1;3;0;0;0
"TQRMNORRYHLNLSCDEFJAH00634993";2020;3;1;1;43;"N";3;123;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;19800;"02";"02";"02";;;"01";19800;"06";"06";"06";;;"05";169;1;0;97;0;0;0
"TQRMNORSPHLNLSCDEFJAH00634994";2020;3;1;1;43;"N";3;116;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;72000;"07";"08";"08";;;"07";24000;"07";"07";"07";;;"06";387;2;0;98;0;0;0
"TQRMNOQRXHLOLTCDEFJAH00635023";2020;3;1;1;43;"N";3;374;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;98;0;0;0
"TQRMNOQSPHLOLTCDEFJAH00635117";2020;3;1;1;43;"N";3;396;2;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;77000;"08";"08";"08";;;"07";38500;"09";"09";"09";;;"09";779;2;0;98;0;0;0
"TQRMNORUWHLOLTCDEFJAH00635079";2020;3;1;1;43;"N";3;433;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;80000;"08";"08";"08";;;"08";20000;"06";"06";"06";;;"05";1017;2;0;98;0;0;0
