CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4
"TQRMNOPSVHLOKRCDEFJAH00635036";2020;3;1;1;43;"N";3;233;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;2;98;0;0;0
"TQRMNORSWHLOKRCDEFJAH00635008";2020;3;1;1;43;"N";3;358;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;5;0;5;71080;"07";"08";"08";;;"07";14216;"04";"04";"04";;;"03";797;2;3;1;0;0;0
"TQRMNORSXHLOKRCDEFJAH00635120";2020;3;1;1;43;"N";3;241;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;3;0;3;85000;"08";"09";"08";;;"09";28333,33;"08";"08";"08";;;"07";462;2;3;4;0;0;0
"TQRMNORTPHLOKRCDEFJAH00659529";2020;3;1;1;43;"N";3;262;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;11000;"01";"01";"01";;;"01";11000;"03";"03";"03";;;"02";292;1;0;97;0;0;0
"TQRMNOSWUHJLLLCDEFJAH00659530";2020;3;1;1;43;"N";3;1208;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;40000;"04";"05";"05";;;"04";40000;"09";"09";"09";;;"09";2288;1;0;98;0;0;0
"TQRMNOPSVHJMLMCDEFJAH00659531";2020;3;1;1;43;"N";3;204;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;2;98;0;0;0
"TQRMNOPSYHJMLMCDEFJAH00659532";2020;3;1;1;43;"N";3;204;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;4;2;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;2;97;0;0;0
"TQRMNOQTTHJMLMCDEFJAH00659533";2020;3;1;1;43;"N";3;193;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;50000;"05";"06";"06";;;"05";50000;"09";"10";"10";;;"09";312;1;0;98;0;0;0
"TQRMNOPVWHKMLMCDEFJAH00659534";2020;3;1;1;43;"N";3;238;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;98;0;0;0
"TQRMNOQTSHMOLMCDEFJAH00640582";2020;3;1;1;43;"N";3;338;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;45000;"05";"05";"05";;;"04";15000;"04";"04";"04";;;"03";681;2;0;1;3;0;0
"TQRMNOQTTHMOLMCDEFJAH00640612";2020;3;1;1;43;"N";3;379;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;46000;"05";"05";"05";;;"05";11500;"03";"03";"03";;;"02";509;2;0;98;0;0;0
"TQRMNOQTVHMOLMCDEFJAH00640583";2020;3;1;1;43;"N";3;518;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;5;1;4;45300;"05";"05";"05";;;"05";9060;"03";"02";"02";;;"01";1525;2;3;98;0;0;0
"TQRMNORUYHLOLTCDEFJAH00635020";2020;3;1;1;43;"N";3;374;2;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;98;0;0;0
"TQRMNOPSVHKLKRCDEFKID00659641";2020;3;1;1;43;"S";4;1063;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;0;97;0;0;0
"TQRMNOPXTHKOLOCDEFKID00659642";2020;3;1;1;43;"S";4;777;2;;1;2;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;45000;"05";"05";"05";;;"05";45000;"09";"09";"09";;;"09";994;1;0;98;0;0;0
"TQRMNOQPQHKOLOCDEFKID00659643";2020;3;1;1;43;"S";4;777;2;;3;2;;2;1;1;1;;1;1;2;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;5000;"01";"01";"01";;;"01";1250;"01";"01";"01";;;"01";686;1;0;97;0;0;0
"TQRMNOQXUHKOLOCDEFKID00659644";2020;3;1;1;43;"S";4;777;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;98;0;0;0
"TQRMNORSWHKOLOCDEFKID00659645";2020;3;1;1;43;"S";4;777;1;;4;2;;4;2;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;1;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;6;1;5;15000;"01";"01";"01";;;"01";2500;"01";"01";"01";;;"01";903;1;0;3;4;0;0
"TQRMNORUPHKOLOCDEFKID00659646";2020;3;1;1;43;"S";4;777;2;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;13000;"01";"01";"01";;;"01";4333,33;"01";"01";"01";;;"01";874;1;0;98;0;0;0
"TQRMNORUQHKOLOCDEFKID00659647";2020;3;1;1;43;"S";4;777;2;;2;1;;5;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;80000;"08";"08";"08";;;"08";20000;"06";"06";"06";;;"05";858;1;0;2;0;0;0
"TQRMNOSPUHKOKOCDEFKID00659648";2020;3;1;1;43;"S";4;678;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;32000;"03";"03";"03";;;"03";16000;"05";"05";"04";;;"04";772;1;2;98;0;0;0
"TQRMNOSQRHMMKOCDEFKID00646942";2020;3;1;1;43;"S";4;240;1;;1;2;;7;2;2;1;;1;2;1;3;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;0;98;0;0;0
"TQRMNOPWSHJMKOCDEFKID00657229";2020;3;1;1;43;"S";4;464;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;2;98;0;0;0
"TQRMNOSQSHJMKOCDEFKID00657230";2020;3;1;1;43;"S";4;658;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;1;98;0;0;0
"TQRMNOPRYHJOKPCDEFKID00657231";2020;3;1;1;43;"S";4;968;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;30000;"03";"03";"03";;;"03";10000;"03";"03";"02";;;"02";1179;2;0;98;0;0;0
"TQSMNORVXHMMKUCDEFKID00647063";2020;3;1;1;43;"S";4;970;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;45500;"05";"05";"05";;;"05";11375;"03";"03";"03";;;"03";1322;2;0;98;0;0;0
"TQRMNORVXHMMKUCDEFKID00640841";2020;3;1;1;43;"S";4;684;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;22500;"02";"02";"02";;;"02";11250;"03";"03";"03";;;"03";827;2;0;98;0;0;0
"TQRMNORWPHMMKUCDEFKID00647028";2020;3;1;1;43;"S";4;709;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;6000;"01";"01";"01";;;"01";1000;"01";"01";"01";;;"01";1036;2;6;98;0;0;0
"TQRMNOPYXHMMLLCDEFKID00647015";2020;3;1;1;43;"S";4;651;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;80000;"08";"08";"08";;;"08";20000;"06";"06";"06";;;"05";918;2;0;98;0;0;0
"TQRMNORWTHMMLLCDEFKID00640712";2020;3;1;1;43;"S";4;651;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;62000;"07";"07";"07";;;"07";20666,67;"06";"06";"06";;;"06";1041;2;0;98;0;0;0
"TQRMNOPXWHLMKSCDEFKID00635250";2020;3;1;1;43;"S";4;652;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;2;0;98;0;0;0
"TQRMNORURHKOLOCDEFKID00659649";2020;3;1;1;43;"S";4;777;2;;4;1;;5;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;16000;"01";"01";"01";;;"01";4000;"01";"01";"01";;;"01";795;1;0;98;0;0;0
"TQRMNOPSRHMOLMCDEFKID00640822";2020;3;1;1;43;"S";4;818;1;;1;1;;1;1;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;39000;"04";"04";"04";;;"04";39000;"09";"09";"09";;;"09";935;1;0;97;0;0;0
"TQRMNOPSWHMOLMCDEFKID00640707";2020;3;1;1;43;"S";4;746;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;20000;"02";"02";"02";;;"02";10000;"03";"03";"02";;;"02";883;1;2;98;0;0;0
"TQRMNOPSXHMOLMCDEFKID00640771";2020;3;1;1;43;"S";4;719;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;100000;"09";"09";"09";;;"09";25000;"07";"07";"07";;;"07";993;2;0;1;0;0;0
"TQRMNORUUHMOLMCDEFKID00640843";2020;3;1;1;43;"S";4;770;1;;4;1;;1;1;1;1;;1;1;1;3;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;0;4;51000;"06";"06";"06";;;"06";12750;"04";"04";"03";;;"03";1020;1;2;3;4;0;0
"TQRMNORUXHMOLMCDEFKID00640868";2020;3;1;1;43;"S";4;746;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;42000;"05";"05";"05";;;"05";21000;"06";"06";"06";;;"06";941;97;0;2;0;0;0
"TQRMNORVRHMOLMCDEFKID00640716";2020;3;1;1;43;"S";4;746;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;19500;"02";"02";"02";;;"02";19500;"06";"06";"05";;;"05";946;1;0;98;0;0;0
"TQRMNOQUTHMKKRCDEFKID00640759";2020;3;1;1;43;"S";4;1615;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;1;2;41200;"05";"05";"05";;;"05";13733,33;"04";"04";"04";;;"04";3059;2;0;1;0;0;0
"TQRMNOSUSHMKKRCDEFKID00646928";2020;3;1;1;43;"S";4;1295;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;118000;"09";"10";"10";;;"09";39333,33;"09";"09";"09";;;"09";2849;96;0;98;0;0;0
"TQRMNOPWWHJKKTCDEFKID00657105";2020;3;1;1;43;"S";4;1394;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;96;0;98;0;0;0
"TQRMNOQUQHJKKTCDEFKID00659730";2020;3;1;1;43;"S";4;1659;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;0;98;0;0;0
"TQRMNOPRPHMLKSCDEFKID00640882";2020;3;1;1;43;"S";4;733;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;80000;"08";"08";"08";;;"08";80000;"10";"10";"10";;;"10";1059;1;0;98;0;0;0
"TQRMNOPRWHMLKSCDEFKID00640834";2020;3;1;1;43;"S";4;733;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;53000;"06";"06";"06";;;"06";17666,67;"05";"05";"05";;;"05";868;2;1;98;0;0;0
"TQRMNOQWUHMLKSCDEFKID00640853";2020;3;1;1;43;"S";4;690;4;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;23000;"02";"02";"02";;;"02";23000;"07";"07";"06";;;"06";827;1;0;98;0;0;0
"TQRMNOQWVHMLKSCDEFKID00640883";2020;3;1;1;43;"S";4;914;4;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;10000;"01";"01";"01";;;"01";10000;"03";"03";"02";;;"02";934;1;0;98;0;0;0
"TQRMNOQQVHMLKTCDEFKID00659731";2020;3;1;1;43;"S";4;2001;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;0;"12";"12";"12";;;"12";0;"12";"12";"12";;;"12";0;1;0;98;0;0;0
"TQRMNOQQWHMLKTCDEFKID00647029";2020;3;1;1;43;"S";4;2228;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;15000;"01";"01";"01";;;"01";15000;"04";"04";"04";;;"04";2850;1;0;98;0;0;0
"TQRMNOSRYHJMLPCDEFLID00659732";2020;3;1;1;43;"S";5;434;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;12400;"01";"01";"01";;;"01";4133,33;"01";"01";"01";;;"01";472;2;0;1;0;0;0
"TQRMNOSSPHJMLPCDEFLID00659733";2020;3;1;1;43;"S";5;434;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;60000;"07";"07";"07";;;"07";60000;"10";"10";"10";;;"10";567;1;0;98;0;0;0
"TQRMNOSSRHJMLPCDEFLID00659734";2020;3;1;1;43;"S";5;434;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;45000;"05";"05";"05";;;"05";11250;"03";"03";"03";;;"03";554;2;0;3;4;0;0
"TQRMNOPRQHMOLMCDEFLID00641010";2020;3;1;1;43;"S";5;139;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;71000;"07";"08";"08";;;"08";35500;"08";"09";"09";;;"09";166;2;0;1;0;0;0
