CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125332;2007;1;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
126589;2007;1;4;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
126804;2007;1;2;2;2;1;4;1;1;1;1;1;1;3;2;1;1;1
126973;2007;1;4;2;2;1;4;1;1;1;1;1;1;2;1;3;1;1
127411;2007;1;9;2;1;2;4;2;1;1;1;2;3;3;3;1;2;1
127783;2007;1;4;2;1;1;3;1;1;1;1;1;1;6;3;1;1;1
128581;2007;1;4;2;1;1;1;1;1;1;1;1;3;3;2;3;1;1
128721;2007;1;3;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1
128805;2007;1;3;2;2;2;4;1;1;1;1;1;1;1;1;6;2;1
128806;2007;1;5;2;1;1;3;1;1;1;1;1;1;7;4;1;1;1
128933;2007;1;1;2;1;1;4;1;1;1;1;1;3;3;1;6;2;1
128964;2007;1;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
129007;2007;1;1;2;1;1;4;1;1;2;1;2;2;3;1;1;2;1
129151;2007;1;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
129161;2007;1;6;2;1;1;4;1;1;1;1;1;1;4;3;9;1;1
129723;2007;1;4;2;1;1;5;1;1;1;1;1;1;3;2;1;1;1
129745;2007;1;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
130249;2007;1;2;2;2;1;4;1;1;1;1;1;1;3;1;1;1;1
130588;2007;1;7;2;1;1;4;1;1;1;1;1;1;5;4;6;1;1
130656;2007;1;5;2;1;2;4;2;1;1;1;1;2;4;3;1;2;1
130866;2007;1;1;2;2;1;4;1;1;1;1;1;1;1;1;3;1;1
131530;2007;1;1;2;1;1;4;1;1;1;1;1;1;5;2;1;2;1
132146;2007;1;7;2;1;2;4;2;1;1;1;1;3;2;2;2;2;1
132385;2007;1;1;2;2;1;9;1;1;1;1;1;1;1;1;3;1;1
132503;2007;1;2;2;1;1;1;1;1;1;1;1;1;3;2;8;2;1
132959;2007;1;2;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1
132975;2007;1;2;2;1;1;4;1;1;1;1;1;1;5;2;1;1;1
133226;2007;1;4;2;1;1;4;1;1;1;1;1;1;5;3;1;1;1
133499;2007;1;5;2;1;1;2;1;1;1;1;1;1;2;1;3;1;1
133890;2007;1;5;2;1;1;4;1;1;2;1;1;2;3;2;1;2;1
134253;2007;1;3;2;1;1;3;1;1;1;1;1;1;4;2;1;1;1
135105;2007;1;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
135169;2007;1;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
135326;2007;1;2;2;1;1;1;1;1;1;1;1;1;5;2;1;1;1
135951;2007;1;2;2;1;1;4;1;1;1;1;1;1;6;1;1;1;1
136613;2007;1;4;2;2;1;2;2;1;1;1;1;1;4;3;9;1;1
136935;2007;1;2;2;2;1;4;1;1;1;1;1;1;3;2;3;1;1
137092;2007;1;3;2;2;1;1;1;1;1;1;1;1;3;2;3;1;1
138313;2007;1;6;2;1;3;1;1;1;1;1;1;1;5;4;1;1;1
138380;2007;1;2;2;2;1;4;1;1;1;1;1;1;3;1;4;1;1
138490;2007;1;7;2;1;1;4;1;1;2;1;1;2;5;3;1;2;1
138814;2007;1;4;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
139091;2007;1;2;2;1;1;4;1;1;1;1;1;1;2;1;3;1;1
139116;2007;1;3;2;1;1;1;1;1;1;1;1;1;5;2;1;1;1
139855;2007;1;4;2;1;1;4;1;1;1;1;1;1;3;3;1;2;1
140678;2007;1;3;2;2;1;4;1;1;1;1;1;1;3;2;6;1;1
140955;2007;1;2;2;1;2;4;1;1;1;1;2;3;2;1;1;2;1
141154;2007;1;2;2;2;1;4;1;1;1;1;1;1;3;1;3;1;1
141267;2007;1;2;2;1;1;5;1;1;1;1;1;1;3;2;1;1;1
141446;2007;1;3;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
141817;2007;1;5;2;1;1;4;1;1;1;1;1;2;2;2;1;2;1
141907;2007;1;6;2;1;1;3;1;1;1;1;1;1;3;2;1;1;1
141912;2007;1;2;2;1;1;1;1;1;1;1;1;1;6;2;1;1;1
141940;2007;1;1;2;1;1;4;1;1;1;1;1;2;3;3;1;1;1
142030;2007;1;5;2;1;1;3;1;1;1;1;1;1;4;4;1;1;1
142734;2007;1;2;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
142765;2007;1;4;2;1;1;4;1;0;2;1;2;3;1;1;1;2;1
142813;2007;1;2;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
143053;2007;1;6;2;1;1;3;1;1;2;1;1;2;2;2;6;2;1
143978;2007;1;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
144397;2007;1;3;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
144528;2007;1;3;2;2;1;9;1;1;1;1;1;1;4;2;1;1;1
144805;2007;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1
144951;2007;1;5;2;1;1;4;1;1;1;1;1;1;4;2;2;1;1
145000;2007;1;2;2;1;1;4;1;1;1;1;1;2;1;1;1;1;1
145225;2007;1;4;2;1;1;4;1;1;1;1;1;1;3;2;1;1;1
145769;2007;1;3;2;1;1;4;1;1;1;1;1;1;6;2;1;1;1
145816;2007;1;4;2;1;1;4;1;1;1;1;1;1;4;2;1;1;1
146163;2007;1;1;2;2;1;9;1;1;1;1;1;1;2;1;3;1;1
146439;2007;1;5;2;1;1;4;1;1;1;1;2;2;2;2;1;1;1
146466;2007;1;1;2;1;1;4;1;1;1;1;1;1;2;1;1;1;1
146673;2007;1;2;2;1;1;4;2;1;1;1;1;2;1;1;1;2;2
147178;2007;1;1;2;1;1;4;1;1;1;1;1;1;3;1;1;1;1
147182;2007;1;2;2;1;1;4;1;1;1;1;1;1;4;1;1;1;1
147382;2007;1;2;2;2;1;4;1;1;1;1;1;1;4;1;3;1;1
147953;2007;1;3;2;1;1;4;1;1;1;1;1;1;3;3;3;1;1
148788;2007;1;3;2;1;1;4;1;1;1;1;1;1;3;2;3;1;1
