CODUSU;ANO4;TRIMESTRE;IX_TOT;AGLOMERADO;IV1;IV3;IV4;IV5;IV6;IV7;IV8;IV10;IV11;II1;II2;II7;II8;II9
125005;2009;4;3;3;2;1;9;1;1;1;1;1;1;4;3;1;1;1
125032;2009;4;2;33;1;1;2;1;1;1;1;1;1;3;1;3;1;1
125046;2009;4;2;9;1;1;2;2;1;1;1;1;1;2;1;3;1;1
125058;2009;4;4;26;1;1;4;1;1;1;1;1;1;3;3;1;1;1
125060;2009;4;4;23;3;1;2;1;1;1;1;1;1;1;1;1;2;3
125074;2009;4;2;3;1;2;4;1;1;1;1;1;3;1;1;4;1;1
125081;2009;4;1;7;2;2;4;1;1;1;1;1;1;2;1;6;2;1
125089;2009;4;9;10;1;2;1;1;1;1;1;1;1;2;2;2;2;1
125091;2009;4;5;7;1;2;4;2;2;1;1;1;3;2;1;2;2;1
125108;2009;4;5;19;1;2;4;2;2;1;1;2;3;3;2;3;2;1
125115;2009;4;1;4;2;1;9;1;1;1;1;1;1;6;1;1;1;1
125141;2009;4;3;14;1;1;4;2;2;1;1;1;1;2;1;2;2;1
125162;2009;4;4;9;2;2;2;1;1;1;1;1;1;4;2;3;1;1
125176;2009;4;5;25;1;1;1;1;1;1;1;1;1;3;3;1;1;1
125191;2009;4;2;10;2;1;1;1;1;1;1;1;1;2;1;3;1;1
125222;2009;4;2;27;1;1;2;1;1;1;1;1;3;3;2;8;2;1
125223;2009;4;2;19;1;1;1;1;1;1;1;1;3;4;2;1;2;1
125257;2009;4;5;38;1;1;1;1;1;1;1;1;2;3;3;1;1;1
125274;2009;4;5;10;2;1;1;1;1;1;1;1;2;2;2;3;2;1
125277;2009;4;3;18;1;1;1;1;1;1;1;1;1;4;2;1;1;1
125281;2009;4;2;18;2;1;2;1;0;1;1;1;1;5;4;1;1;1
125287;2009;4;3;5;1;1;4;1;1;1;1;1;1;3;2;1;1;1
125293;2009;4;7;6;1;1;4;1;1;1;1;1;2;3;3;1;1;1
125309;2009;4;2;20;1;1;4;1;1;1;1;1;1;2;1;3;1;1
125310;2009;4;1;17;1;2;4;1;1;1;1;1;1;3;2;1;1;1
125315;2009;4;2;36;2;1;9;1;1;1;1;1;1;3;2;1;1;1
125324;2009;4;2;18;1;1;2;2;1;1;1;1;1;6;4;1;1;1
125341;2009;4;2;22;1;2;2;2;1;1;1;1;2;1;1;1;2;1
125347;2009;4;2;33;1;1;2;1;1;1;1;1;1;3;1;1;1;1
125384;2009;4;1;25;1;1;2;1;1;1;1;1;1;2;1;3;2;1
125411;2009;4;5;7;2;1;9;1;1;1;1;1;1;3;3;1;2;1
125412;2009;4;2;3;1;1;4;1;1;1;1;1;1;3;1;1;1;1
125427;2009;4;1;27;3;3;7;2;2;1;1;1;2;1;1;3;2;3
125430;2009;4;2;26;1;1;2;2;1;1;1;1;1;3;2;1;2;1
125433;2009;4;3;33;1;1;1;1;1;1;1;1;1;4;2;1;1;1
125444;2009;4;1;7;1;1;4;1;1;1;1;1;1;1;1;3;2;1
125446;2009;4;1;32;1;1;1;1;1;1;1;1;1;3;1;1;1;1
125449;2009;4;2;12;1;1;4;1;1;1;1;1;1;2;2;1;2;1
125487;2009;4;2;91;1;1;1;1;1;1;1;1;2;3;2;1;1;1
125494;2009;4;1;6;2;1;2;1;1;1;1;1;1;1;1;3;2;1
125518;2009;4;1;4;2;1;9;1;1;1;1;1;1;2;1;6;1;1
125552;2009;4;1;5;2;1;9;1;1;1;1;1;1;2;1;3;1;1
125561;2009;4;3;25;1;1;1;1;1;1;1;1;1;4;3;1;1;1
125576;2009;4;6;9;1;1;4;2;1;1;1;1;1;4;3;3;1;1
125614;2009;4;4;23;1;1;1;2;1;1;1;1;1;4;3;1;1;1
125627;2009;4;4;22;1;2;2;2;1;1;1;2;1;3;2;1;2;1
125639;2009;4;4;10;1;1;1;2;1;1;1;1;1;3;2;6;2;1
125669;2009;4;3;33;1;1;1;1;1;1;1;1;1;3;2;3;1;1
125684;2009;4;1;32;2;1;9;1;1;1;1;1;1;1;1;3;1;1
125687;2009;4;4;27;2;1;1;1;1;1;1;1;1;4;3;1;1;1
125695;2009;4;5;10;1;1;9;1;1;1;1;1;1;5;3;3;1;1
125697;2009;4;5;23;1;1;4;2;1;1;1;1;1;3;2;1;2;1
125721;2009;4;3;20;1;1;4;1;1;1;1;1;1;4;2;1;1;1
125734;2009;4;2;32;2;1;9;1;1;1;1;1;1;2;1;1;1;1
125752;2009;4;6;34;1;1;3;1;1;1;1;1;1;7;3;1;1;1
125765;2009;4;4;7;2;1;9;1;1;1;1;1;1;3;2;2;2;1
125770;2009;4;3;20;2;1;4;1;1;1;1;1;1;2;2;3;1;1
125790;2009;4;2;34;1;1;4;1;1;1;1;1;1;3;2;1;1;1
125791;2009;4;3;17;1;1;3;1;1;1;1;1;1;3;2;1;1;1
125811;2009;4;6;25;1;2;3;1;1;1;1;1;1;4;3;1;2;1
125836;2009;4;2;5;1;1;4;1;1;1;1;1;1;4;1;1;1;1
125855;2009;4;4;14;1;1;4;1;1;1;1;1;1;4;2;1;2;1
125868;2009;4;4;18;1;1;1;1;1;1;1;1;2;2;2;2;2;1
125871;2009;4;5;18;1;1;1;1;1;1;1;1;2;3;2;1;2;1
125910;2009;4;4;8;1;1;1;1;1;1;1;1;1;3;2;8;2;1
125911;2009;4;3;22;1;1;3;1;1;1;1;1;1;4;2;1;2;1
125916;2009;4;1;33;1;1;1;1;1;1;1;1;1;3;1;4;2;1
125920;2009;4;5;7;2;1;4;1;1;1;1;1;1;3;3;1;2;1
125923;2009;4;8;33;1;1;2;1;2;3;1;2;3;2;2;4;1;1
125961;2009;4;2;3;2;1;1;1;1;1;1;1;1;3;1;3;1;1
125962;2009;4;1;26;1;1;9;1;1;1;1;1;1;1;1;3;1;1
125976;2009;4;3;18;1;1;1;1;0;1;1;1;1;2;2;1;2;1
125984;2009;4;5;14;1;1;4;1;1;1;1;1;1;3;3;1;2;1
126011;2009;4;4;33;1;1;2;1;1;1;1;1;2;3;2;1;2;1
126029;2009;4;1;32;2;1;9;1;1;1;1;1;1;4;1;1;1;1
