ingreso,PDF,log_ingreso,log_1-CDF
-0.238832923426,0.324626865672,,-0.17045621916
13.3804661741,0.000466417910448,1.12647124447,-0.164498725441
19.2344201253,0.000699626865672,1.28407909783,-0.171056488062
25.7350966082,0.00186567164179,1.41052580291,-0.172259520637
36.2945144973,0.00209888059701,1.55984099133,-0.173616927659
49.1982300871,0.0174906716418,1.69194947925,-0.185096745342
64.8450841962,0.00886194029851,1.81187705849,-0.191031102442
93.9840179003,0.0100279850746,1.97305400756,-0.197845569097
126.301354381,0.0191231343284,2.1014080077,-0.211144646891
168.750387173,0.0193563432836,2.22724477793,-0.225033883757
218.527549733,0.0431436567164,2.33950619619,-0.257689715962
310.342676576,0.105643656716,2.49184150142,-0.349859271942
425.144166337,0.0886194029851,2.62853622423,-0.445863560989
591.37881898,0.121035447761,2.77186576563,-0.624933823762
799.657443007,0.0699626865672,2.9029039839,-0.776735621017
1060.88039111,0.0790578358209,3.02566642216,-1.05476297685
1435.60859355,0.0494402985075,3.15703604936,-1.41214668864
1932.07073033,0.0214552238806,3.28602302127,-1.76302305695
2656.77685677,0.0121268656716,3.42435507946,-2.28983209586
3486.7264772,0.00419776119403,3.54241787967,-3.03019478536
4415.55383745,0.000699626865672,3.64498518435,-3.63225477668
15053.0244459,0.000466417910448,4.17762376692,-inf
