ingreso,PDF,log_ingreso,log_1-CDF
-0.240661429824,0.32239482088,,-0.169023283234
12.7709530632,0.00047258979206,1.10622330875,-0.175680966647
25.5419061265,0.000708438427664,1.40725330441,-0.16962920947
37.35503771,0.00141754624597,1.57234917917,-0.170539973897
48.1202962216,0.0103929590815,1.68232829213,-0.177276365795
64.6424122736,0.0151164025697,1.81051755472,-0.187264715275
96.5914184375,0.00803045638161,1.98493854369,-0.192665875182
124.724804102,0.0158241716068,2.09595283049,-0.203509682516
177.629384683,0.0273983820382,2.24951481139,-0.222949975208
243.33158831,0.0316494588646,2.38619849092,-0.246546353328
321.333902512,0.0692004887444,2.50695654845,-0.303092939347
416.228115639,0.103442497559,2.61933141286,-0.404296509671
576.694681966,0.114312732167,2.76094594655,-0.553035349469
787.590655459,0.0838445246523,2.89630055472,-0.707675630382
1046.91480466,0.0829024688912,3.01991134131,-0.946428520252
1408.48538262,0.060224183388,3.1487523442,-1.27651006516
1947.99968693,0.0285780714766,3.28958888275,-1.61392747427
2640.63475184,0.0146438127777,3.42170833448,-2.01402194277
3488.79822458,0.00661268700543,3.54267585266,-2.51291788186
4729.3575826,0.00188879725675,3.67480215188,-2.92782178362
7151.73371541,0.000708661557877,3.85441133575,-3.32592595577
9610.14218008,0.000944287063267,3.98272981301,-inf
