ingreso,PDF,log_ingreso,log_1-CDF
-0.201383805002,0.298837640754,,-0.154181406341
6.54495292784,0.000471364836161,0.815906527395,-0.154473464215
11.382526831,0.000471364836161,1.05623868271,-0.154765718627
13.6590321972,0.000471031559114,1.13541992875,-0.161705668041
27.0335012237,0.000943396226415,1.43190229667,-0.148799360999
39.1582802415,0.00565671131098,1.59282361015,-0.158730836911
46.5497920194,0.00235649090376,1.66791774493,-0.160208309535
60.5241494535,0.0131965490273,1.78192869501,-0.168576476981
90.9585849444,0.00612740959305,1.95884369535,-0.172517479492
123.120182855,0.0164984358197,2.09032925183,-0.183310170226
170.103015727,0.0162622534861,2.23071201321,-0.194217474943
230.988838251,0.0327586896435,2.3635909946,-0.217057591592
313.857122615,0.0674078377874,2.4967319889,-0.268211426272
419.114149417,0.125620895138,2.62233232299,-0.383390969779
566.91590397,0.0867354624552,2.75351864064,-0.485596132194
789.416149819,0.129153631831,2.89730600692,-0.703909755855
1072.7078278,0.08767452608,3.03048144978,-0.958356591621
1419.93543741,0.0483153956221,3.15226859804,-1.2093762114
1914.28022879,0.0410070743608,3.28200551385,-1.68316920665
2724.32827262,0.014141944916,3.43525943745,-2.18051478331
3421.57570861,0.00329988713017,3.534226154,-2.48158864785
4936.60188662,0.00259233996036,3.69342810485,-3.15065392752
7535.23276214,0.000471698113208,3.87709667215,-inf
9518.63806245,0.000942063118229,3.97857481348,-inf
