CODUSU;ANO4;TRIMESTRE;CH04;CH06;AGLOMERADO;CH09;CH10;CH12;CH13;CH15;CH07;CAT_INAC;CAT_OCUP;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;P47T;V3_M;T_VI;V12_M;TOT_P12;V5_M;V2_M;PP08D1;P21
125303;2003;3;1;33;32;1;2;7;1;1;2;0;3;1;1;1;1;0;1;0;1;1;1800;0;0;0;0;0;0;1800;1800
125303;2003;3;2;32;32;1;2;7;1;1;2;0;3;1;1;1;1;0;1;0;1;1;1500;0;0;0;0;0;0;1500;1500
125303;2003;3;2;2;32;2;3;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125329;2003;3;2;45;32;1;2;7;1;1;2;0;3;1;1;1;1;0;1;0;1;1;2450;0;0;0;0;0;0;2450;2450
125329;2003;3;1;48;32;1;2;7;1;2;2;0;3;1;2;2;2;0;2;2;1;1;2500;0;0;0;500;0;0;1200;2000
125329;2003;3;1;13;32;1;1;4;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125329;2003;3;1;7;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125498;2003;3;1;37;32;1;2;7;1;1;2;0;3;1;1;1;1;0;1;0;1;1;1600;0;0;0;0;0;0;1600;1600
125498;2003;3;2;33;32;1;2;6;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125498;2003;3;2;3;32;1;1;1;2;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125668;2003;3;1;70;32;1;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;665;0;665;0;0;0;465;0;0
125668;2003;3;2;69;32;1;2;2;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125674;2003;3;2;61;32;1;2;6;2;1;3;0;3;2;1;2;2;0;2;2;1;4;1200;0;0;0;0;0;0;800;800
125674;2003;3;1;26;32;1;1;7;2;1;5;0;3;1;1;2;2;0;2;2;1;4;750;0;0;0;0;0;0;500;500
125857;2003;3;1;52;32;1;2;4;2;4;1;0;1;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;500
125857;2003;3;2;53;32;1;2;2;1;3;1;0;3;1;1;1;1;0;1;0;2;1;850;0;0;0;0;0;0;600;600
125857;2003;3;1;26;32;1;2;4;2;1;1;0;3;2;2;2;2;5;2;2;1;4;300;0;0;0;0;0;0;300;300
125857;2003;3;2;24;32;1;2;2;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125857;2003;3;1;36;32;1;2;4;2;4;1;0;3;2;2;2;2;5;1;0;1;4;350;0;0;0;0;0;0;350;350
125857;2003;3;2;26;32;1;2;4;2;4;1;0;3;2;2;2;2;5;2;2;1;4;350;0;0;0;0;0;0;350;350
125857;2003;3;1;6;32;1;1;1;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125857;2003;3;2;-1;32;3;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125966;2003;3;1;37;32;1;2;7;2;1;2;0;3;1;1;1;1;0;1;0;1;1;2079;0;0;0;0;0;0;1329;1329
125966;2003;3;2;35;32;1;2;6;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125966;2003;3;1;8;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125966;2003;3;1;5;32;2;1;1;2;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126171;2003;3;2;47;32;1;2;4;1;3;5;0;3;1;1;1;2;0;2;2;1;4;708;0;0;0;0;0;0;500;500
126392;2003;3;2;74;32;1;2;2;1;1;4;1;0;0;0;0;0;0;0;0;0;0;280;0;280;0;0;0;190;0;0
126392;2003;3;1;33;32;1;2;4;1;1;5;0;2;0;0;0;0;0;0;0;0;0;70;0;0;0;70;0;0;0;0
126392;2003;3;2;7;32;1;1;2;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126548;2003;3;1;54;32;1;2;2;1;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126548;2003;3;2;49;32;1;2;2;1;3;2;0;3;2;2;2;2;5;2;2;1;4;690;0;0;0;450;0;0;240;240
126548;2003;3;2;23;32;1;2;4;1;1;5;0;3;2;2;2;2;5;1;0;1;1;240;0;0;0;0;0;0;240;240
126548;2003;3;2;19;32;1;2;4;2;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126548;2003;3;2;-1;32;3;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126635;2003;3;2;78;32;1;2;5;1;1;5;1;0;0;0;0;0;0;0;0;0;0;405;0;405;0;0;0;405;0;0
126635;2003;3;1;28;32;1;2;7;2;1;5;0;3;1;1;1;1;0;1;0;1;1;2000;0;0;0;0;0;0;1200;1200
126791;2003;3;2;76;32;1;2;4;2;1;4;1;0;0;0;0;0;0;0;0;0;0;1250;0;1250;0;0;0;1250;0;0
126914;2003;3;2;81;32;1;2;4;1;1;4;1;0;0;0;0;0;0;0;0;0;0;1218;0;1218;1000;0;0;218;0;0
126914;2003;3;1;22;32;1;1;7;2;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127357;2003;3;1;20;32;1;1;7;2;3;5;3;0;0;0;0;0;0;0;0;0;0;700;0;0;0;0;0;0;0;0
127357;2003;3;2;22;32;1;1;6;2;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127519;2003;3;1;30;32;1;2;6;1;1;5;0;2;0;0;0;0;0;0;0;0;0;2000;0;0;0;1200;0;0;0;800
