CODUSU;ANO4;TRIMESTRE;CH04;CH06;AGLOMERADO;CH09;CH10;CH12;CH13;CH15;CH07;ESTADO;CAT_INAC;CAT_OCUP;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;P47T;V3_M;T_VI;V12_M;TOT_P12;V5_M;V2_M;PP08D1;P21
125204;2005;3;1;37;32;1;2;7;2;1;2;1;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
125204;2005;3;2;37;32;1;2;6;1;1;2;1;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
125204;2005;3;1;9;32;1;1;2;2;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125204;2005;3;1;7;32;1;1;2;2;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125458;2005;3;1;37;32;1;1;4;2;1;2;1;0;3;1;1;1;1;0;1;0;1;1;1000;0;0;0;0;0;0;1000;1000
125458;2005;3;2;24;32;1;2;6;1;1;2;1;0;3;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
125458;2005;3;1;8;32;1;1;2;2;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125458;2005;3;2;-1;32;3;0;0;0;1;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125699;2005;3;1;44;32;1;2;4;1;1;5;1;0;3;1;1;1;1;0;1;0;1;1;1200;0;0;0;0;0;0;800;800
125699;2005;3;2;44;32;1;2;6;1;1;5;1;0;3;1;1;1;1;0;1;0;1;1;1300;0;0;0;300;0;0;700;700
125699;2005;3;1;38;32;1;2;6;1;1;5;1;0;3;2;2;2;2;5;2;2;1;4;500;0;0;0;0;0;0;500;500
125742;2005;3;1;52;32;1;2;4;1;1;2;1;0;3;1;1;1;1;0;1;0;1;1;9000;0;0;0;0;0;0;6000;6000
125742;2005;3;2;41;32;1;1;6;2;3;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125742;2005;3;1;10;32;1;1;2;2;3;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125742;2005;3;1;5;32;2;1;1;2;3;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126306;2005;3;1;84;32;1;2;2;1;1;4;3;1;0;0;0;0;0;0;0;0;0;0;320;0;320;0;0;0;320;0;0
126491;2005;3;1;86;32;1;2;2;1;1;4;3;1;0;0;0;0;0;0;0;0;0;0;1000;0;1000;0;0;0;1000;0;0
126491;2005;3;2;43;32;1;1;6;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126536;2005;3;2;24;32;1;2;7;1;3;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126536;2005;3;2;21;32;1;1;7;2;3;5;1;0;3;1;1;1;1;0;1;0;1;1;1350;0;0;0;0;0;0;500;1100
126536;2005;3;2;20;32;1;1;7;2;3;5;1;0;3;1;1;1;1;0;1;0;1;1;750;0;0;0;0;0;0;500;500
126536;2005;3;1;44;32;1;2;4;1;3;2;1;0;3;1;1;1;1;0;1;0;1;1;1580;0;0;0;0;0;0;980;980
126536;2005;3;2;41;32;1;2;4;1;3;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126562;2005;3;2;61;32;1;2;2;1;2;4;3;1;0;0;0;0;0;0;0;0;0;0;350;0;350;0;0;0;350;0;0
126562;2005;3;1;24;32;1;1;7;2;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126605;2005;3;1;47;32;1;2;4;1;1;1;1;0;3;2;2;2;2;5;2;2;1;4;800;0;0;0;0;0;0;800;800
126605;2005;3;2;49;32;1;2;4;2;1;1;1;0;3;2;2;2;2;5;2;2;1;4;300;0;0;0;0;0;0;300;300
126605;2005;3;2;6;32;2;1;2;2;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126714;2005;3;2;60;32;1;2;4;2;1;3;1;0;3;1;1;1;1;0;1;0;1;1;750;0;0;0;0;0;0;750;750
126714;2005;3;2;27;32;1;2;7;2;1;5;1;0;3;2;2;2;2;5;2;2;1;4;1000;0;0;0;0;0;0;1000;1000
126784;2005;3;1;41;32;1;2;7;2;1;1;1;0;3;1;1;1;1;0;1;0;1;1;2600;0;0;0;0;0;0;2600;2600
126784;2005;3;2;41;32;1;2;7;2;1;1;1;0;3;1;1;1;1;0;1;0;1;1;1600;0;0;0;0;0;0;1600;1600
126784;2005;3;1;12;32;1;1;2;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126784;2005;3;1;2;32;2;3;0;0;1;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126784;2005;3;1;15;32;1;1;4;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126812;2005;3;1;54;32;1;2;4;1;1;2;1;0;2;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;6000
126812;2005;3;2;56;32;1;2;7;1;2;2;1;0;2;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;0;0;4000
126812;2005;3;2;16;32;1;1;4;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127272;2005;3;1;31;32;1;2;4;1;1;5;1;0;3;1;1;1;1;0;1;0;1;1;1970;0;0;0;500;0;0;700;1120
127521;2005;3;1;42;32;1;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;6000;0;0;0;0;0;0;0;6000
127521;2005;3;2;33;32;1;2;2;1;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127535;2005;3;1;25;32;1;2;4;2;4;1;1;0;2;0;0;0;0;0;0;0;0;0;380;0;80;0;0;80;0;0;300
127535;2005;3;2;21;32;1;2;4;2;4;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127535;2005;3;2;-1;32;3;0;0;0;1;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127904;2005;3;1;43;32;1;2;6;1;3;2;1;0;3;1;1;1;1;0;1;0;3;1;1700;0;0;0;0;0;0;1700;1700
127904;2005;3;2;45;32;1;2;4;1;1;2;1;0;3;1;1;1;1;0;1;0;1;1;1700;0;0;0;0;0;0;1200;1200
127904;2005;3;2;84;32;1;3;0;0;5;4;3;1;0;0;0;0;0;0;0;0;0;0;1400;0;1400;0;0;0;300;0;0
127904;2005;3;2;15;32;1;1;4;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127904;2005;3;1;12;32;1;1;2;2;1;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127934;2005;3;2;29;32;1;2;4;1;1;5;1;0;3;1;1;1;1;0;1;0;1;1;900;0;0;0;0;0;0;900;900
127934;2005;3;1;8;32;1;1;2;2;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128304;2005;3;1;36;32;1;2;2;1;4;2;1;0;3;1;1;1;1;0;1;0;1;1;1400;0;0;0;200;0;0;1200;1200
128383;2005;3;1;55;32;1;2;4;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;1300;0;0;0;0;0;0;0;1300
128383;2005;3;2;54;32;1;2;4;1;4;2;1;0;3;2;2;2;2;5;2;2;1;3;500;0;0;0;0;0;0;500;500
128383;2005;3;2;27;32;1;1;7;2;1;5;1;0;3;1;1;1;1;0;1;0;1;1;1050;0;0;0;0;0;0;700;700
